id,set,human_score,mean_word
2,1,9,22.0526315789
3,1,7,18.6
4,1,10,20.96
5,1,8,15.0
6,1,8,16.4
7,1,10,18.4814814815
8,1,10,13.3888888889
9,1,9,15.2413793103
10,1,9,20.08
11,1,8,15.4285714286
12,1,8,15.0769230769
13,1,7,29.1428571429
14,1,6,11.8076923077
15,1,6,12.5714285714
16,1,12,15.0857142857
17,1,8,18.6111111111
18,1,8,22.9375
19,1,4,9.42857142857
20,1,6,14.1818181818
21,1,8,18.35
22,1,3,18.6666666667
23,1,10,17.9655172414
24,1,11,18.6333333333
25,1,8,17.2352941176
26,1,9,25.7857142857
27,1,4,15.0
28,1,9,12.8928571429
29,1,9,17.7142857143
30,1,8,16.0625
31,1,10,16.8571428571
32,1,10,16.4
33,1,6,12.8461538462
34,1,8,13.9230769231
35,1,9,13.7666666667
36,1,10,31.8823529412
37,1,12,17.4285714286
38,1,8,19.5555555556
39,1,10,20.2272727273
40,1,7,11.2352941176
41,1,2,10.25
42,1,8,18.8
43,1,6,15.5555555556
44,1,8,10.7931034483
45,1,8,17.8888888889
46,1,8,24.8333333333
47,1,8,18.4705882353
48,1,11,18.7586206897
49,1,6,12.1153846154
50,1,5,20.75
51,1,9,38.0666666667
52,1,7,15.0625
53,1,8,15.1428571429
54,1,10,12.5757575758
55,1,8,21.6363636364
56,1,10,20.3913043478
57,1,9,12.652173913
58,1,7,13.1333333333
59,1,8,19.2608695652
60,1,4,9.71428571429
61,1,8,13.0869565217
62,1,8,18.8666666667
63,1,8,16.1111111111
64,1,7,31.0
65,1,9,16.56
66,1,9,16.1304347826
67,1,8,15.4210526316
68,1,9,11.5
69,1,7,12.6842105263
70,1,12,16.2307692308
71,1,10,21.0952380952
72,1,10,20.2692307692
73,1,8,18.380952381
74,1,7,11.4615384615
75,1,8,15.8181818182
76,1,8,17.5294117647
77,1,10,11.347826087
78,1,10,17.5
79,1,10,20.0526315789
80,1,8,19.4285714286
81,1,8,20.2222222222
82,1,8,12.2173913043
83,1,7,20.8
84,1,6,16.8333333333
85,1,10,18.724137931
86,1,8,14.9642857143
87,1,10,11.8285714286
88,1,9,26.0588235294
89,1,6,7.73333333333
90,1,7,22.9
91,1,8,14.5
92,1,11,13.8510638298
93,1,11,22.375
94,1,8,13.6086956522
95,1,10,16.5
96,1,7,14.375
97,1,8,13.3636363636
98,1,11,11.7428571429
99,1,8,18.2631578947
100,1,7,21.4545454545
101,1,10,13.3142857143
102,1,8,12.2222222222
103,1,9,26.1333333333
104,1,10,21.1052631579
105,1,9,16.2727272727
106,1,11,11.6451612903
107,1,10,12.8775510204
108,1,8,18.3
109,1,8,13.92
110,1,6,19.6666666667
111,1,11,21.1153846154
112,1,9,14.1379310345
113,1,8,11.3103448276
114,1,8,16.28
115,1,9,20.32
116,1,4,10.6
117,1,8,12.76
118,1,12,14.9310344828
119,1,10,15.15625
120,1,8,17.1818181818
121,1,8,24.5333333333
122,1,9,19.7407407407
123,1,10,13.7
124,1,7,27.3
125,1,5,176.0
126,1,8,25.4545454545
127,1,9,17.4782608696
128,1,9,13.0967741935
129,1,10,16.0
130,1,10,14.675
131,1,10,16.8
132,1,11,22.3684210526
133,1,10,11.5454545455
134,1,10,16.0
135,1,7,21.75
136,1,9,13.6
137,1,7,30.375
138,1,10,16.04
139,1,7,13.8461538462
140,1,9,11.6129032258
141,1,10,19.8275862069
142,1,10,14.1481481481
143,1,7,15.9473684211
144,1,9,14.2258064516
145,1,10,19.0
146,1,6,46.25
147,1,12,15.2564102564
148,1,9,16.1052631579
149,1,8,20.7619047619
150,1,8,12.12
151,1,8,30.625
152,1,6,14.3333333333
153,1,9,17.4642857143
154,1,12,12.8181818182
155,1,10,16.8076923077
156,1,8,11.1
157,1,9,14.9333333333
158,1,9,13.037037037
159,1,10,13.2
160,1,8,12.3636363636
161,1,10,14.3793103448
162,1,12,22.25
163,1,8,10.0869565217
164,1,8,27.2222222222
165,1,9,11.9677419355
166,1,10,16.78125
167,1,8,17.4210526316
168,1,9,32.0
169,1,6,15.0
170,1,8,15.9523809524
171,1,8,53.6666666667
172,1,8,36.4285714286
173,1,8,19.6923076923
174,1,8,14.5416666667
175,1,8,15.0
176,1,10,16.652173913
177,1,8,13.5833333333
178,1,8,13.4
179,1,8,11.4583333333
180,1,10,14.5666666667
181,1,10,14.7333333333
182,1,8,15.4736842105
183,1,8,15.1153846154
184,1,8,22.7647058824
185,1,8,16.0689655172
186,1,8,14.5652173913
187,1,5,37.0
188,1,9,17.8695652174
189,1,6,7.41176470588
190,1,10,14.5
191,1,8,14.3529411765
192,1,11,13.9714285714
193,1,8,13.7586206897
194,1,10,17.3666666667
195,1,5,12.4
196,1,8,13.6428571429
197,1,10,19.3333333333
198,1,10,18.3043478261
199,1,11,20.5
200,1,8,12.8928571429
201,1,9,13.1666666667
202,1,8,13.4285714286
203,1,10,18.4074074074
204,1,10,14.72
205,1,10,16.0
206,1,10,13.9615384615
207,1,8,11.6666666667
208,1,6,15.0
209,1,6,18.2222222222
210,1,9,15.75
211,1,6,15.8333333333
212,1,7,12.8095238095
213,1,8,15.0
214,1,8,21.7857142857
215,1,10,17.9032258065
216,1,8,19.0476190476
217,1,10,14.5555555556
218,1,8,13.56
219,1,9,20.3684210526
220,1,10,11.1538461538
221,1,6,11.4444444444
222,1,9,15.1379310345
223,1,8,26.6875
224,1,8,16.2380952381
225,1,12,10.8571428571
226,1,8,13.7777777778
227,1,9,12.9285714286
228,1,8,26.5454545455
229,1,8,13.75
230,1,9,16.7777777778
231,1,8,11.4166666667
232,1,12,15.6176470588
233,1,7,15.0
234,1,8,12.71875
235,1,7,14.9
236,1,6,18.2727272727
237,1,8,15.9
238,1,9,22.9285714286
239,1,9,19.9090909091
240,1,8,12.1428571429
241,1,9,18.9230769231
242,1,9,17.24
243,1,11,18.5882352941
244,1,7,23.2666666667
245,1,7,20.875
246,1,11,17.0
247,1,8,20.1
248,1,9,11.8292682927
249,1,9,14.0
250,1,10,15.45
251,1,9,19.8571428571
252,1,9,16.28
253,1,6,16.9230769231
254,1,10,16.4285714286
255,1,8,13.08
256,1,8,17.6875
257,1,8,20.4761904762
258,1,11,19.4074074074
259,1,9,16.5384615385
260,1,7,10.3666666667
261,1,9,17.0769230769
262,1,8,24.4166666667
263,1,10,17.4666666667
264,1,8,20.5
265,1,11,12.46875
266,1,11,19.8
267,1,10,25.0
268,1,8,17.5333333333
269,1,9,24.875
270,1,8,14.4444444444
271,1,8,15.2380952381
272,1,10,20.52
273,1,8,24.5833333333
274,1,9,16.7391304348
275,1,11,14.5185185185
276,1,8,14.6666666667
277,1,9,18.2173913043
278,1,8,13.6818181818
279,1,10,14.0322580645
280,1,10,12.4375
281,1,7,14.8
282,1,8,19.5625
283,1,6,18.5833333333
284,1,8,19.125
285,1,11,19.6428571429
286,1,4,12.4
287,1,12,18.3666666667
288,1,8,12.7037037037
289,1,10,21.0526315789
290,1,11,17.9333333333
291,1,11,13.303030303
292,1,11,13.7631578947
293,1,8,12.0
294,1,10,17.1111111111
295,1,10,13.2692307692
296,1,10,21.0
297,1,9,15.5333333333
298,1,8,13.962962963
299,1,8,15.7142857143
300,1,8,13.5
301,1,9,12.2413793103
302,1,10,12.5217391304
303,1,10,17.68
304,1,9,22.0416666667
305,1,10,16.7586206897
306,1,8,15.5172413793
307,1,9,14.6086956522
308,1,6,42.3333333333
309,1,9,26.5333333333
310,1,10,19.2105263158
311,1,9,12.6071428571
312,1,7,11.65
314,1,9,22.5
315,1,10,17.4583333333
316,1,9,16.84375
317,1,10,14.4705882353
318,1,8,19.85
319,1,9,13.1428571429
320,1,8,24.8461538462
321,1,12,18.4482758621
322,1,8,23.0
323,1,10,17.2083333333
324,1,8,15.6666666667
325,1,9,23.1764705882
326,1,10,15.5238095238
327,1,6,14.2857142857
328,1,8,11.064516129
329,1,8,18.2631578947
330,1,11,17.8611111111
331,1,10,15.5666666667
332,1,8,13.619047619
333,1,9,13.5
334,1,10,15.347826087
335,1,9,20.2352941176
336,1,11,15.5588235294
337,1,10,11.28
338,1,8,21.4
339,1,11,22.8695652174
340,1,9,12.3928571429
341,1,8,18.4666666667
342,1,9,16.2857142857
343,1,9,13.8461538462
345,1,10,23.6666666667
346,1,12,24.2142857143
347,1,7,19.9230769231
348,1,8,21.4
349,1,8,16.625
350,1,8,14.962962963
351,1,9,10.4117647059
352,1,7,20.0909090909
353,1,5,10.6666666667
354,1,8,12.75
355,1,6,15.5714285714
356,1,8,14.2631578947
357,1,8,14.2222222222
358,1,7,24.375
359,1,2,4.0
360,1,6,16.3636363636
361,1,10,11.5531914894
362,1,10,18.0769230769
363,1,8,26.2
364,1,11,23.68
365,1,9,17.08
366,1,8,8.9512195122
367,1,8,19.0
368,1,9,13.9545454545
369,1,8,15.7333333333
370,1,10,21.6785714286
371,1,8,15.1904761905
372,1,10,16.2142857143
373,1,8,14.2631578947
374,1,7,40.5
375,1,4,26.5
376,1,8,25.1111111111
377,1,10,20.7272727273
378,1,11,16.6785714286
379,1,9,16.0344827586
380,1,10,18.1176470588
381,1,10,13.0555555556
382,1,7,11.6666666667
383,1,11,16.8620689655
384,1,8,17.6428571429
385,1,11,16.2368421053
386,1,10,20.0454545455
387,1,8,18.5294117647
388,1,7,14.3684210526
389,1,8,13.7727272727
390,1,10,18.2608695652
391,1,12,23.1739130435
392,1,8,13.1379310345
393,1,8,13.3043478261
394,1,7,11.7142857143
395,1,6,16.9
396,1,7,27.1538461538
397,1,10,16.6666666667
398,1,10,26.0
399,1,8,20.0476190476
400,1,8,15.8181818182
401,1,6,17.5555555556
402,1,8,15.2105263158
403,1,8,15.0625
404,1,8,34.2727272727
405,1,9,19.4444444444
406,1,8,35.5833333333
407,1,8,15.0
408,1,8,19.0625
409,1,8,18.2105263158
410,1,8,20.5625
411,1,12,17.1724137931
412,1,10,13.5151515152
413,1,9,17.9090909091
414,1,8,15.0869565217
415,1,7,13.0769230769
416,1,6,11.0666666667
417,1,8,23.2727272727
418,1,12,18.0606060606
419,1,6,10.380952381
420,1,8,16.125
421,1,6,17.6666666667
422,1,7,25.5384615385
423,1,9,16.8666666667
424,1,9,20.1739130435
425,1,10,20.2608695652
426,1,9,20.9047619048
427,1,11,18.6296296296
428,1,8,29.7272727273
429,1,9,12.09375
430,1,8,14.2
431,1,11,22.9523809524
432,1,8,10.1428571429
433,1,11,13.5428571429
434,1,7,26.4615384615
435,1,11,18.2352941176
436,1,8,15.68
437,1,8,14.5652173913
438,1,8,12.7083333333
439,1,10,27.5625
440,1,8,17.1666666667
441,1,8,14.7777777778
442,1,10,16.32
443,1,8,31.6666666667
444,1,8,18.5555555556
445,1,8,15.9333333333
446,1,10,17.5
447,1,11,16.5806451613
448,1,9,18.3913043478
449,1,2,11.5
450,1,7,16.7058823529
451,1,8,14.76
452,1,7,20.3
453,1,9,11.1891891892
454,1,8,16.5714285714
455,1,4,22.5
456,1,7,23.0666666667
457,1,10,16.3
458,1,9,17.1875
459,1,8,22.3076923077
460,1,8,16.6428571429
461,1,8,11.1612903226
462,1,8,19.8333333333
463,1,8,13.9032258065
464,1,7,15.6470588235
465,1,8,25.1666666667
466,1,9,16.0476190476
467,1,8,14.5454545455
468,1,8,15.75
469,1,9,16.2173913043
470,1,8,15.4545454545
471,1,8,9.25
472,1,12,16.4516129032
473,1,7,16.3529411765
474,1,6,11.6363636364
475,1,9,19.2083333333
476,1,8,16.5
477,1,6,16.3636363636
478,1,8,18.7
479,1,10,13.1428571429
480,1,8,16.3684210526
481,1,10,19.4583333333
482,1,9,12.1875
483,1,9,26.8666666667
484,1,7,14.7857142857
485,1,10,13.4722222222
486,1,9,23.7142857143
487,1,8,18.1764705882
488,1,8,12.96
489,1,9,17.4
490,1,8,13.9736842105
491,1,8,30.5833333333
492,1,7,34.1111111111
493,1,8,19.7142857143
494,1,9,12.1470588235
495,1,8,13.8636363636
496,1,9,17.5555555556
497,1,9,18.5714285714
498,1,12,19.7407407407
499,1,9,12.303030303
500,1,10,10.9459459459
501,1,8,14.16
502,1,7,21.5
503,1,8,21.3636363636
504,1,10,15.8387096774
505,1,10,18.4090909091
506,1,7,25.2727272727
507,1,10,12.6530612245
508,1,9,17.8823529412
509,1,11,23.7647058824
510,1,7,11.6363636364
511,1,8,15.3529411765
512,1,8,20.2
513,1,8,13.9285714286
514,1,8,13.8125
515,1,8,19.0
516,1,8,13.0588235294
517,1,8,16.7826086957
518,1,8,15.9
519,1,12,14.4857142857
520,1,6,24.8181818182
521,1,7,17.0714285714
522,1,9,12.9696969697
523,1,10,20.0416666667
524,1,8,11.9375
525,1,9,18.1052631579
526,1,7,17.875
527,1,8,13.5
528,1,6,16.0
529,1,7,23.2
530,1,10,17.0
531,1,10,19.1428571429
532,1,8,16.125
533,1,8,15.7857142857
534,1,11,19.4473684211
535,1,8,19.7777777778
536,1,8,13.8333333333
537,1,8,15.0454545455
538,1,8,20.5
