id,set,human_score,avg_word_length
2978,2,4,43.6974789916
2979,2,1,38.869047619
2980,2,2,40.2272727273
2981,2,4,45.5150214592
2982,2,4,43.2701421801
2983,2,4,42.2360248447
2984,2,5,46.6346153846
2985,2,2,40.0510204082
2986,2,4,46.3141993958
2987,2,4,42.037037037
2988,2,3,39.8798798799
2989,2,3,42.4761904762
2990,2,5,44.1237113402
2991,2,3,40.6344410876
2992,2,3,47.7419354839
2993,2,3,43.4084507042
2994,2,4,41.3282442748
2995,2,3,44.5592705167
2996,2,1,48.2432432432
2997,2,3,41.1411411411
2998,2,3,36.6144200627
2999,2,3,41.1764705882
3000,2,3,43.5714285714
3001,2,4,40.7170542636
3002,2,3,43.4008097166
3003,2,4,44.9363867684
3004,2,4,47.0707070707
3005,2,2,44.3373493976
3006,2,3,42.7436823105
3007,2,3,42.3943661972
3008,2,4,39.5294117647
3009,2,3,48.4149855908
3010,2,3,43.488372093
3011,2,4,40.604534005
3012,2,3,41.2837837838
3013,2,4,44.7004608295
3014,2,4,42.4064171123
3015,2,3,45.4032258065
3016,2,3,44.4230769231
3017,2,4,45.8219178082
3018,2,3,43.0580357143
3019,2,4,47.6393442623
3020,2,4,42.304526749
3021,2,4,41.0192307692
3022,2,4,44.1744548287
3023,2,4,41.7518248175
3024,2,4,43.3233532934
3025,2,3,45.1535836177
3026,2,4,41.0991957105
3027,2,3,44.349112426
3028,2,5,46.1553784861
3029,2,3,37.6140350877
3030,2,4,43.1758530184
3031,2,3,46.2393162393
3032,2,4,45.114822547
3033,2,4,40.38647343
3034,2,4,45.6852103121
3035,2,2,43.0434782609
3036,2,3,43.9015151515
3037,2,4,44.5708154506
3038,2,2,40.2173913043
3039,2,3,44.0517241379
3040,2,3,42.1914357683
3041,2,4,44.8592870544
3042,2,4,43.2203389831
3043,2,3,42.9562043796
3044,2,3,41.25
3045,2,4,41.4565826331
3046,2,3,43.2618025751
3047,2,3,46.275862069
3048,2,3,39.0566037736
3049,2,4,45.2272727273
3050,2,2,41.9814241486
3051,2,4,45.9427207637
3052,2,4,40.9923664122
3053,2,3,40.6267029973
3054,2,3,44.8226950355
3055,2,3,41.6774193548
3056,2,3,46.4174454829
3057,2,3,42.4576271186
3058,2,3,43.9295392954
3059,2,3,42.7272727273
3060,2,4,44.7554347826
3061,2,3,45.9223300971
3062,2,3,47.6489028213
3063,2,4,46.2889518414
3064,2,3,40.1479289941
3065,2,3,48.9312977099
3066,2,1,42.8169014085
3067,2,4,44.63356974
3068,2,2,43.7916666667
3069,2,4,40.5929487179
3070,2,3,44.8042704626
3071,2,4,47.2260273973
3072,2,4,40.1716738197
3073,2,4,46.0975609756
3074,2,4,44.4688026981
3075,2,4,45.4414125201
3076,2,3,42.4404761905
3077,2,5,46.0333333333
3078,2,3,40.4666666667
3079,2,3,39.2452830189
3080,2,4,44.4835164835
3081,2,4,42.7777777778
3082,2,3,49.0376569038
3083,2,3,44.6645367412
3084,2,3,42.2457627119
3085,2,3,41.2637362637
3086,2,2,41.4285714286
3087,2,2,45.7516339869
3088,2,3,42.5373134328
3089,2,3,46.6666666667
3090,2,3,42.3415977961
3091,2,2,43.4285714286
3092,2,3,39.1573033708
3093,2,3,43.7903225806
3094,2,4,38.5959885387
3095,2,2,38.6754966887
3096,2,1,39.7857142857
3097,2,3,40.6516853933
