id,set,human_score,pos_4
14834,6,2,18
14835,6,3,25
14836,6,4,16
14837,6,1,28
14838,6,3,20
14839,6,4,22
14840,6,3,20
14841,6,3,16
14842,6,3,13
14843,6,3,11
14844,6,3,16
14845,6,4,37
14846,6,4,22
14847,6,3,23
14848,6,2,20
14849,6,3,14
14850,6,1,13
14851,6,3,13
14852,6,3,14
14853,6,2,8
14854,6,3,12
14855,6,4,23
14856,6,2,21
14857,6,4,23
14858,6,3,17
14859,6,2,16
14860,6,3,26
14861,6,3,25
14862,6,3,17
14863,6,3,14
14864,6,4,29
14865,6,3,15
14866,6,2,6
14867,6,2,13
14868,6,3,27
14869,6,2,19
14870,6,2,19
14871,6,3,13
14872,6,3,17
14873,6,2,12
14874,6,1,14
14875,6,3,8
14876,6,3,27
14877,6,2,11
14878,6,2,15
14879,6,3,17
14880,6,3,30
14881,6,4,24
14882,6,4,31
14883,6,3,21
14884,6,3,23
14885,6,2,15
14886,6,3,25
14887,6,3,25
14888,6,2,24
14889,6,3,25
14890,6,3,14
14891,6,1,16
14892,6,3,25
14893,6,2,13
14894,6,4,24
14895,6,2,19
14896,6,4,39
14897,6,3,31
14898,6,4,30
14899,6,1,12
14900,6,3,22
14901,6,1,1
14902,6,4,27
14903,6,3,18
14904,6,3,24
14905,6,1,8
14906,6,3,12
14907,6,3,13
14908,6,2,17
14909,6,3,19
14910,6,3,6
14911,6,1,11
14912,6,3,15
14913,6,3,20
14914,6,3,16
14915,6,3,14
14916,6,3,21
14917,6,3,22
14918,6,3,22
14919,6,2,13
14920,6,3,22
14921,6,3,18
14922,6,3,28
14923,6,3,17
14924,6,3,22
14925,6,3,19
14926,6,3,38
14927,6,2,9
14928,6,2,19
14929,6,2,13
14930,6,4,17
14931,6,2,13
14932,6,3,22
14933,6,4,18
14934,6,4,17
14935,6,3,12
14936,6,3,14
14937,6,1,17
14938,6,3,23
14939,6,0,8
14940,6,3,19
14941,6,3,37
14942,6,3,25
14943,6,3,28
14944,6,4,21
14945,6,2,11
