id,set,human_score,word_10
2,1,9,13
3,1,7,10
4,1,10,20
5,1,8,24
6,1,8,11
7,1,10,20
8,1,10,24
9,1,9,19
10,1,9,21
11,1,8,14
12,1,8,20
13,1,7,6
14,1,6,14
15,1,6,8
16,1,12,27
17,1,8,16
18,1,8,12
19,1,4,4
20,1,6,6
21,1,8,18
22,1,3,2
23,1,10,21
24,1,11,21
25,1,8,16
26,1,9,10
27,1,4,6
28,1,9,16
29,1,9,15
30,1,8,13
31,1,10,21
32,1,10,22
33,1,6,6
34,1,8,17
35,1,9,16
36,1,10,17
37,1,12,24
38,1,8,16
39,1,10,13
40,1,7,8
41,1,2,2
42,1,8,12
43,1,6,7
44,1,8,14
45,1,8,16
46,1,8,10
47,1,8,13
48,1,11,20
49,1,6,17
50,1,5,3
51,1,9,12
52,1,7,12
53,1,8,24
54,1,10,19
55,1,8,9
56,1,10,19
57,1,9,13
58,1,7,9
59,1,8,17
60,1,4,3
61,1,8,15
62,1,8,14
63,1,8,13
64,1,7,6
65,1,9,20
66,1,9,19
67,1,8,10
68,1,9,19
69,1,7,12
70,1,12,19
71,1,10,17
72,1,10,24
73,1,8,15
74,1,7,14
75,1,8,18
76,1,8,12
77,1,10,24
78,1,10,19
79,1,10,14
80,1,8,19
81,1,8,14
82,1,8,14
83,1,7,9
84,1,6,9
85,1,10,26
86,1,8,20
87,1,10,21
88,1,9,14
89,1,6,3
90,1,7,8
91,1,8,10
92,1,11,23
93,1,11,22
94,1,8,11
95,1,10,20
96,1,7,10
97,1,8,15
98,1,11,17
99,1,8,17
100,1,7,11
101,1,10,22
102,1,8,16
103,1,9,12
104,1,10,13
105,1,9,24
106,1,11,20
107,1,10,33
108,1,8,13
109,1,8,16
110,1,6,9
111,1,11,21
112,1,9,18
113,1,8,14
114,1,8,21
115,1,9,19
116,1,4,2
117,1,8,17
118,1,12,22
119,1,10,20
120,1,8,15
121,1,8,12
122,1,9,25
123,1,10,21
124,1,7,9
125,1,5,1
126,1,8,8
127,1,9,21
128,1,9,20
129,1,10,21
130,1,10,30
131,1,10,21
132,1,11,18
133,1,10,25
134,1,10,15
135,1,7,10
136,1,9,24
137,1,7,7
138,1,10,16
139,1,7,8
140,1,9,17
141,1,10,25
142,1,10,19
143,1,7,12
144,1,9,20
145,1,10,17
146,1,6,3
147,1,12,26
148,1,9,14
149,1,8,18
150,1,8,15
151,1,8,7
152,1,6,9
153,1,9,21
154,1,12,20
155,1,10,18
156,1,8,18
157,1,9,18
158,1,9,19
159,1,10,19
160,1,8,15
161,1,10,20
162,1,12,21
163,1,8,9
164,1,8,8
165,1,9,18
166,1,10,24
167,1,8,13
168,1,9,10
169,1,6,5
170,1,8,17
171,1,8,5
172,1,8,6
173,1,8,11
174,1,8,19
175,1,8,17
176,1,10,15
177,1,8,14
178,1,8,13
179,1,8,15
180,1,10,21
181,1,10,22
182,1,8,16
183,1,8,18
184,1,8,14
185,1,8,21
186,1,8,16
187,1,5,2
188,1,9,16
189,1,6,4
190,1,10,16
191,1,8,12
192,1,11,20
193,1,8,18
194,1,10,19
195,1,5,6
196,1,8,21
197,1,10,22
198,1,10,21
199,1,11,28
200,1,8,19
201,1,9,21
202,1,8,19
203,1,10,22
204,1,10,14
205,1,10,22
206,1,10,17
207,1,8,12
208,1,6,7
209,1,6,6
210,1,9,18
211,1,6,9
212,1,7,13
213,1,8,15
214,1,8,13
215,1,10,23
216,1,8,17
217,1,10,22
218,1,8,19
219,1,9,14
220,1,10,22
221,1,6,9
222,1,9,23
223,1,8,11
224,1,8,14
225,1,12,25
226,1,8,11
227,1,9,20
228,1,8,8
229,1,8,9
230,1,9,19
231,1,8,12
232,1,12,22
233,1,7,5
234,1,8,17
235,1,7,11
236,1,6,8
237,1,8,12
238,1,9,12
239,1,9,20
240,1,8,11
241,1,9,8
242,1,9,20
243,1,11,29
244,1,7,12
245,1,7,6
246,1,11,28
247,1,8,15
248,1,9,23
249,1,9,15
250,1,10,14
251,1,9,25
252,1,9,19
253,1,6,8
254,1,10,27
255,1,8,14
256,1,8,12
257,1,8,16
258,1,11,23
259,1,9,19
260,1,7,12
261,1,9,20
262,1,8,11
263,1,10,26
264,1,8,15
265,1,11,18
266,1,11,17
267,1,10,17
268,1,8,12
269,1,9,12
270,1,8,17
271,1,8,15
272,1,10,20
273,1,8,11
274,1,9,17
275,1,11,20
276,1,8,13
277,1,9,16
278,1,8,14
279,1,10,20
280,1,10,15
281,1,7,11
282,1,8,12
283,1,6,11
284,1,8,10
285,1,11,22
286,1,4,2
287,1,12,25
288,1,8,14
289,1,10,15
290,1,11,23
291,1,11,20
292,1,11,23
293,1,8,10
294,1,10,18
295,1,10,19
296,1,10,21
297,1,9,21
298,1,8,20
299,1,8,14
300,1,8,22
301,1,9,14
302,1,10,29
303,1,10,16
304,1,9,21
305,1,10,21
306,1,8,21
307,1,9,14
308,1,6,2
309,1,9,13
310,1,10,14
311,1,9,20
312,1,7,9
314,1,9,13
315,1,10,20
316,1,9,23
317,1,10,26
318,1,8,17
319,1,9,16
320,1,8,12
321,1,12,21
322,1,8,12
323,1,10,14
324,1,8,17
325,1,9,14
326,1,10,30
327,1,6,19
328,1,8,14
329,1,8,15
330,1,11,27
331,1,10,22
332,1,8,10
333,1,9,19
334,1,10,40
335,1,9,12
336,1,11,29
337,1,10,13
338,1,8,9
339,1,11,21
340,1,9,15
341,1,8,11
342,1,9,22
343,1,9,17
345,1,10,16
346,1,12,27
347,1,7,11
348,1,8,12
349,1,8,9
350,1,8,18
351,1,9,13
352,1,7,10
353,1,5,6
354,1,8,12
355,1,6,9
356,1,8,12
357,1,8,11
358,1,7,8
359,1,2,0
360,1,6,8
361,1,10,23
362,1,10,20
363,1,8,10
364,1,11,22
365,1,9,18
366,1,8,17
367,1,8,13
368,1,9,14
369,1,8,9
370,1,10,27
371,1,8,14
372,1,10,17
373,1,8,12
374,1,7,9
375,1,4,5
376,1,8,15
377,1,10,21
378,1,11,23
379,1,9,25
380,1,10,12
381,1,10,24
382,1,7,11
383,1,11,22
384,1,8,11
385,1,11,36
386,1,10,17
387,1,8,13
388,1,7,13
389,1,8,14
390,1,10,15
391,1,12,19
392,1,8,19
393,1,8,16
394,1,7,5
395,1,6,8
396,1,7,13
397,1,10,27
398,1,10,13
399,1,8,20
400,1,8,14
401,1,6,7
402,1,8,16
403,1,8,20
404,1,8,10
405,1,9,28
406,1,8,11
407,1,8,17
408,1,8,11
409,1,8,14
410,1,8,13
411,1,12,23
412,1,10,21
413,1,9,17
414,1,8,17
415,1,7,17
416,1,6,9
417,1,8,9
418,1,12,27
419,1,6,9
420,1,8,10
421,1,6,9
422,1,7,11
423,1,9,23
424,1,9,16
425,1,10,18
426,1,9,20
427,1,11,21
428,1,8,10
429,1,9,21
430,1,8,24
431,1,11,18
432,1,8,11
433,1,11,25
434,1,7,11
435,1,11,27
436,1,8,18
437,1,8,14
438,1,8,14
439,1,10,14
440,1,8,14
441,1,8,16
442,1,10,18
443,1,8,7
444,1,8,15
445,1,8,8
446,1,10,19
447,1,11,21
448,1,9,21
449,1,2,1
450,1,7,11
451,1,8,20
452,1,7,6
453,1,9,18
454,1,8,21
455,1,4,3
456,1,7,14
457,1,10,24
458,1,9,12
459,1,8,12
460,1,8,17
461,1,8,17
462,1,8,13
463,1,8,17
464,1,7,11
465,1,8,10
466,1,9,15
467,1,8,15
468,1,8,7
469,1,9,17
470,1,8,16
471,1,8,10
472,1,12,22
473,1,7,12
474,1,6,4
475,1,9,22
476,1,8,17
477,1,6,6
478,1,8,17
479,1,10,22
480,1,8,13
481,1,10,18
482,1,9,18
483,1,9,12
484,1,7,9
485,1,10,28
486,1,9,18
487,1,8,12
488,1,8,14
489,1,9,20
490,1,8,23
491,1,8,9
492,1,7,7
493,1,8,9
494,1,9,18
495,1,8,13
