id,set,human_score,pos_9
20716,8,34,0
20717,8,46,0
20718,8,40,1
20719,8,30,1
20721,8,26,0
20722,8,40,6
20723,8,40,7
20724,8,34,0
20725,8,41,3
20726,8,40,7
20727,8,31,0
20728,8,44,4
20732,8,31,0
20733,8,36,0
20734,8,43,5
20735,8,20,0
20736,8,45,1
20737,8,40,0
20739,8,30,4
20741,8,35,0
20742,8,40,0
20743,8,42,4
20745,8,34,0
20746,8,33,0
20747,8,38,0
20748,8,36,0
20751,8,45,0
20754,8,31,1
20755,8,30,0
20756,8,34,0
20757,8,33,0
20758,8,40,2
20759,8,47,1
20760,8,30,0
20761,8,40,0
20762,8,32,0
20763,8,40,1
20764,8,30,0
20766,8,45,2
20767,8,45,3
20768,8,45,3
20769,8,50,2
20770,8,39,2
20771,8,33,2
20772,8,33,1
20773,8,34,0
20774,8,40,0
20775,8,33,1
20776,8,33,2
20777,8,40,0
20778,8,36,0
20779,8,37,0
20781,8,40,0
20783,8,33,0
20784,8,37,1
20785,8,42,1
20787,8,40,2
20790,8,40,1
20791,8,38,1
20792,8,31,1
20793,8,42,1
20794,8,40,0
20795,8,35,0
20796,8,35,1
20797,8,33,0
20800,8,33,4
20802,8,30,0
20803,8,37,1
20804,8,40,0
20805,8,40,1
20806,8,35,0
20807,8,35,1
20808,8,31,1
20809,8,40,4
20812,8,40,1
20813,8,36,0
20814,8,32,1
20815,8,31,0
20817,8,30,1
20818,8,32,7
20819,8,30,0
20821,8,55,2
20822,8,45,1
20823,8,41,1
20824,8,45,7
20825,8,33,2
20826,8,60,3
20827,8,45,0
20828,8,28,0
20829,8,49,1
20830,8,33,1
20831,8,29,0
20832,8,36,1
20833,8,40,1
20835,8,40,0
20836,8,40,6
20838,8,27,0
20839,8,24,0
20840,8,32,0
20841,8,33,1
20842,8,40,2
20844,8,30,4
20846,8,34,0
20847,8,35,1
20848,8,30,1
20849,8,44,0
20850,8,31,0
20851,8,32,1
20852,8,40,0
20853,8,32,0
20856,8,40,0
20857,8,36,0
20859,8,43,0
20860,8,36,0
20861,8,40,1
20862,8,45,3
20863,8,36,0
20865,8,38,0
20866,8,37,3
20869,8,36,1
20870,8,31,0
20871,8,20,0
20872,8,38,1
20874,8,32,3
20876,8,37,0
20877,8,40,0
20878,8,35,1
20879,8,40,5
20881,8,28,4
20882,8,38,3
20883,8,36,0
20884,8,43,0
20885,8,34,0
20887,8,32,0
20888,8,50,6
20889,8,40,0
20892,8,40,1
20893,8,37,0
20894,8,36,4
20895,8,40,1
20896,8,30,0
20897,8,32,3
20898,8,44,6
20899,8,37,2
20900,8,42,0
20901,8,40,1
20902,8,40,0
20904,8,30,0
20905,8,34,1
20906,8,44,0
20907,8,36,0
20908,8,35,0
20909,8,34,0
20910,8,32,0
20911,8,40,0
20913,8,34,0
20914,8,40,0
20915,8,40,7
20916,8,37,2
20917,8,38,0
20918,8,29,0
20919,8,34,0
20920,8,32,0
20921,8,43,2
20922,8,37,2
20923,8,34,1
20924,8,29,0
20925,8,30,0
20926,8,47,0
20927,8,36,0
20928,8,40,0
20929,8,29,0
20930,8,40,3
20931,8,41,3
20932,8,40,2
20933,8,32,0
20935,8,40,3
20936,8,44,0
20938,8,34,0
20939,8,31,1
20940,8,40,0
20942,8,40,0
20943,8,40,5
20944,8,31,2
20945,8,29,0
20946,8,43,0
20947,8,40,4
20948,8,40,0
20949,8,36,0
20953,8,31,7
20954,8,15,0
20955,8,40,1
20956,8,36,0
20957,8,45,1
20958,8,35,2
20959,8,45,1
20962,8,40,1
20963,8,40,0
20964,8,36,2
20965,8,28,0
20966,8,40,0
20967,8,20,15
20968,8,36,1
20971,8,46,1
20972,8,32,0
20973,8,41,0
20974,8,44,6
20975,8,36,2
20976,8,42,1
20977,8,42,1
20979,8,31,5
20981,8,40,1
20982,8,32,1
20983,8,43,6
20984,8,31,0
20985,8,36,1
20987,8,35,0
20988,8,36,0
20992,8,40,2
20993,8,45,1
20994,8,40,0
20996,8,38,0
20998,8,36,0
20999,8,37,1
21000,8,30,1
21001,8,41,1
21002,8,40,0
21003,8,36,3
21004,8,29,0
21005,8,32,1
21006,8,36,0
21007,8,40,2
21008,8,40,3
21009,8,33,2
21010,8,40,4
21012,8,30,0
21013,8,24,2
21014,8,33,0
21015,8,40,2
21016,8,31,1
21017,8,27,0
21020,8,33,0
21021,8,40,1
21022,8,37,5
21023,8,34,4
21024,8,33,0
21025,8,40,1
21026,8,32,0
21028,8,32,3
21029,8,30,0
21030,8,44,1
21031,8,25,2
21032,8,40,3
21033,8,27,1
21034,8,36,0
21035,8,45,0
21036,8,41,5
21037,8,50,11
21038,8,42,0
21039,8,36,0
21042,8,36,1
21043,8,40,1
21044,8,36,0
21045,8,37,2
21049,8,40,1
21051,8,42,1
21052,8,32,0
21053,8,30,0
21054,8,43,8
21055,8,35,0
21056,8,48,1
21057,8,40,5
21058,8,40,4
21059,8,45,1
21060,8,45,7
21061,8,30,0
21063,8,37,0
21064,8,38,2
21065,8,47,0
21067,8,41,1
21068,8,36,4
21069,8,42,0
21070,8,40,5
21071,8,30,17
21072,8,35,1
21073,8,40,3
21074,8,37,0
21075,8,35,2
21076,8,40,1
21077,8,40,1
21078,8,35,0
21079,8,34,1
21081,8,36,3
21083,8,41,0
21085,8,37,0
21086,8,30,0
21087,8,34,1
21089,8,36,0
21090,8,37,2
21091,8,34,0
21092,8,43,1
21093,8,42,1
21094,8,40,4
21095,8,35,0
21096,8,37,0
21097,8,46,3
21098,8,43,1
21099,8,40,0
21101,8,40,1
21102,8,31,0
21103,8,32,0
21105,8,40,1
21106,8,40,1
21107,8,40,0
21109,8,40,0
21110,8,45,1
21111,8,36,2
21112,8,35,1
21113,8,36,6
21114,8,40,11
21115,8,32,0
21116,8,37,0
21118,8,48,6
21119,8,33,1
21120,8,50,1
21122,8,46,2
21123,8,43,5
21126,8,27,1
21127,8,35,1
21129,8,36,1
21130,8,45,2
21131,8,35,0
21132,8,40,0
21133,8,35,1
21134,8,34,2
21135,8,40,1
21136,8,33,1
21137,8,39,5
21138,8,33,3
21140,8,24,0
21141,8,31,0
21142,8,36,2
21143,8,40,1
21144,8,40,0
21145,8,32,1
21146,8,47,6
21147,8,40,1
21148,8,35,0
21149,8,36,4
21150,8,28,0
21151,8,35,0
21153,8,33,1
21154,8,34,1
21155,8,36,4
21156,8,40,2
21157,8,40,4
21158,8,35,2
21159,8,46,6
21160,8,34,7
21161,8,40,3
21163,8,40,0
21164,8,45,1
21166,8,31,1
21167,8,40,6
21168,8,40,0
21170,8,39,1
21171,8,35,0
21174,8,42,0
21175,8,38,5
21176,8,34,0
21177,8,26,0
21178,8,31,0
21179,8,31,0
21180,8,40,1
21181,8,40,3
21182,8,31,0
21183,8,36,0
21185,8,42,2
21186,8,39,3
21188,8,37,0
21189,8,37,0
21190,8,36,1
21191,8,34,1
21192,8,35,3
21193,8,40,1
21194,8,42,3
21195,8,36,3
21198,8,34,0
21199,8,35,0
21200,8,40,3
21202,8,45,1
21203,8,40,3
21204,8,31,0
21205,8,31,0
21206,8,34,0
21207,8,44,1
21208,8,38,0
21209,8,42,1
21210,8,35,8
21211,8,33,0
21213,8,40,2
21214,8,40,0
21215,8,41,2
21217,8,30,0
21218,8,42,2
21219,8,40,5
21220,8,30,3
21221,8,31,2
21222,8,27,0
21223,8,36,0
21224,8,43,2
21225,8,50,1
21227,8,40,6
21229,8,40,2
21230,8,36,4
21233,8,40,2
21235,8,28,0
21236,8,40,1
21237,8,40,0
21238,8,37,3
21240,8,26,0
21241,8,30,1
21244,8,30,0
21245,8,40,2
21246,8,37,1
21247,8,34,35
21248,8,28,1
21249,8,42,0
21250,8,44,2
21251,8,40,0
21253,8,40,1
21255,8,41,1
21256,8,33,0
