id,set,human_score,word_10
2978,2,4,20
2979,2,1,4
2980,2,2,9
2981,2,4,23
2982,2,4,20
2983,2,4,15
2984,2,5,20
2985,2,2,33
2986,2,4,17
2987,2,4,17
2988,2,3,14
2989,2,3,11
2990,2,5,19
2991,2,3,10
2992,2,3,4
2993,2,3,13
2994,2,4,31
2995,2,3,11
2996,2,1,5
2997,2,3,18
2998,2,3,11
2999,2,3,14
3000,2,3,9
3001,2,4,17
3002,2,3,16
3003,2,4,18
3004,2,4,8
3005,2,2,4
3006,2,3,12
3007,2,3,15
3008,2,4,18
3009,2,3,13
3010,2,3,8
3011,2,4,17
3012,2,3,9
3013,2,4,22
3014,2,4,16
3015,2,3,15
3016,2,3,16
3017,2,4,19
3018,2,3,19
3019,2,4,19
3020,2,4,34
3021,2,4,19
3022,2,4,13
3023,2,4,13
3024,2,4,27
3025,2,3,9
3026,2,4,13
3027,2,3,17
3028,2,5,18
3029,2,3,13
3030,2,4,17
3031,2,3,11
3032,2,4,19
3033,2,4,30
3034,2,4,30
3035,2,2,6
3036,2,3,10
3037,2,4,23
3038,2,2,3
3039,2,3,8
3040,2,3,14
3041,2,4,26
3042,2,4,13
3043,2,3,13
3044,2,3,10
3045,2,4,18
3046,2,3,10
3047,2,3,14
3048,2,3,26
3049,2,4,15
3050,2,2,14
3051,2,4,19
3052,2,4,18
3053,2,3,15
3054,2,3,13
3055,2,3,14
3056,2,3,15
3057,2,3,6
3058,2,3,16
3059,2,3,16
3060,2,4,17
3061,2,3,13
3062,2,3,16
3063,2,4,12
3064,2,3,15
3065,2,3,6
3066,2,1,2
3067,2,4,19
3068,2,2,12
3069,2,4,30
3070,2,3,11
3071,2,4,15
3072,2,4,26
3073,2,4,48
3074,2,4,23
3075,2,4,24
3076,2,3,17
3077,2,5,21
3078,2,3,13
3079,2,3,16
3080,2,4,20
3081,2,4,15
3082,2,3,12
3083,2,3,14
3084,2,3,24
3085,2,3,9
3086,2,2,9
3087,2,2,4
3088,2,3,19
3089,2,3,11
3090,2,3,20
3091,2,2,6
3092,2,3,8
3093,2,3,11
3094,2,4,12
3095,2,2,6
3096,2,1,6
3097,2,3,20
3098,2,3,10
3099,2,4,22
3100,2,3,13
3101,2,3,9
3102,2,3,12
3103,2,3,17
3104,2,5,32
3105,2,3,6
3106,2,4,26
3107,2,3,14
3108,2,3,9
3109,2,3,17
3110,2,3,8
3111,2,3,15
3112,2,3,12
3113,2,3,15
3114,2,4,23
3115,2,4,13
3116,2,3,13
3117,2,3,12
3118,2,2,7
3119,2,4,21
3120,2,3,20
3121,2,4,15
3122,2,4,15
3123,2,4,13
3124,2,4,14
3125,2,4,27
3126,2,4,19
3127,2,3,18
3128,2,4,17
3129,2,4,24
3130,2,4,19
3131,2,4,10
3132,2,3,17
3133,2,4,22
3134,2,4,23
3135,2,3,10
3136,2,4,18
3137,2,3,14
3138,2,4,17
3139,2,3,13
3140,2,4,14
3141,2,3,22
3142,2,4,15
3143,2,3,13
3144,2,4,15
3145,2,4,31
3146,2,3,9
3147,2,2,4
3148,2,3,7
3149,2,3,15
3150,2,4,24
3151,2,3,15
3152,2,4,16
3153,2,4,30
3154,2,3,6
3155,2,3,9
3156,2,4,13
3157,2,4,21
3158,2,2,7
3159,2,1,7
3160,2,3,20
3161,2,3,17
3162,2,4,22
3163,2,5,18
3164,2,3,11
3165,2,4,11
3166,2,4,20
3167,2,3,8
3168,2,4,15
3169,2,3,17
3170,2,3,14
3171,2,5,23
3172,2,4,20
3173,2,3,22
3174,2,3,9
3175,2,4,24
3176,2,4,19
3177,2,1,4
3178,2,4,16
3179,2,4,19
3180,2,3,28
3181,2,4,27
3182,2,2,6
3183,2,3,12
3184,2,3,15
3185,2,4,15
3186,2,2,12
3187,2,3,14
3188,2,3,11
3189,2,4,27
3190,2,4,18
3191,2,4,24
3192,2,3,10
3193,2,3,19
3194,2,3,13
3195,2,4,12
3196,2,4,15
3197,2,3,9
3198,2,2,10
3199,2,4,15
3200,2,4,20
3201,2,4,19
3202,2,5,30
3203,2,4,17
3204,2,3,13
3205,2,3,12
3206,2,4,37
3207,2,3,10
3208,2,4,16
3209,2,3,7
3210,2,4,17
3211,2,3,11
3212,2,4,29
3213,2,4,24
3214,2,4,23
3215,2,3,6
3216,2,4,17
3217,2,4,28
3218,2,3,11
3219,2,4,31
3220,2,3,19
3221,2,3,26
3222,2,3,6
3223,2,3,17
3224,2,3,16
3225,2,4,11
3226,2,4,13
3227,2,3,17
3228,2,4,30
3229,2,4,11
3230,2,2,4
3231,2,4,39
3232,2,3,9
3233,2,3,18
3234,2,3,13
3235,2,4,32
3236,2,4,23
3237,2,2,5
3238,2,2,11
3239,2,4,18
3240,2,2,11
3241,2,1,2
3242,2,4,15
3243,2,4,18
3244,2,2,8
3245,2,2,4
3246,2,3,11
3247,2,4,23
3248,2,4,15
3249,2,3,29
3250,2,2,6
3251,2,3,9
3252,2,4,17
3253,2,4,22
3254,2,5,17
3255,2,3,21
3256,2,3,12
3257,2,1,5
3258,2,4,21
3259,2,2,4
3260,2,4,19
3261,2,4,19
3262,2,4,18
3263,2,4,23
3264,2,2,5
3265,2,4,18
3266,2,4,27
3267,2,3,16
3268,2,3,21
3269,2,4,16
3270,2,3,20
3271,2,4,14
3272,2,2,6
3273,2,4,26
3274,2,4,16
3275,2,3,17
3276,2,3,20
3277,2,5,32
3278,2,4,39
3279,2,4,23
3280,2,3,6
3281,2,4,26
3282,2,4,25
3283,2,3,23
3284,2,4,10
3285,2,4,16
3286,2,3,25
3287,2,3,19
3288,2,4,17
3289,2,3,14
3290,2,4,21
3291,2,5,31
3292,2,4,34
3293,2,4,16
3294,2,4,19
3295,2,3,10
3296,2,4,21
3297,2,3,12
3298,2,4,26
3299,2,4,24
3300,2,4,17
3301,2,3,17
3302,2,4,19
3303,2,3,14
3304,2,3,13
3305,2,3,15
3306,2,5,24
3307,2,3,19
3308,2,4,19
3309,2,4,19
3310,2,6,33
3311,2,4,30
3312,2,4,23
3313,2,3,12
3314,2,3,20
3315,2,4,24
3316,2,3,20
3317,2,3,18
3318,2,3,12
3319,2,3,13
3320,2,4,15
3321,2,4,21
3322,2,3,14
3323,2,4,19
3324,2,3,9
3325,2,4,19
3326,2,3,14
3327,2,3,15
3328,2,3,17
3329,2,3,8
3330,2,3,13
3331,2,4,30
3332,2,3,8
3333,2,3,9
3334,2,4,25
3335,2,4,13
3336,2,3,10
3337,2,4,20
3338,2,3,15
3339,2,4,16
3340,2,4,28
3341,2,3,16
3342,2,4,26
3343,2,5,42
3344,2,3,27
3345,2,3,8
3346,2,2,7
3347,2,4,18
3348,2,4,7
3349,2,3,17
3350,2,3,13
3351,2,4,18
3352,2,2,5
3353,2,2,16
3354,2,3,11
3355,2,3,19
3356,2,3,15
3357,2,3,17
3358,2,3,13
3359,2,2,7
3360,2,4,11
3361,2,4,19
3362,2,4,16
3363,2,2,10
3364,2,4,15
3365,2,3,13
3366,2,4,15
3367,2,4,21
3368,2,4,20
3369,2,3,6
3370,2,4,24
3371,2,3,11
3372,2,3,11
3373,2,3,11
3374,2,4,14
3375,2,3,11
3376,2,4,16
3377,2,2,13
3378,2,3,10
3379,2,1,22
3380,2,3,16
3381,2,3,14
3382,2,4,12
3383,2,5,19
3384,2,4,25
3385,2,4,25
3386,2,4,18
3387,2,3,19
3388,2,3,8
3389,2,3,20
3390,2,3,10
3391,2,4,24
