id,set,human_score,sentence_count
17834,7,15,12
17836,7,13,4
17837,7,15,4
17838,7,17,16
17839,7,13,13
17840,7,23,35
17841,7,16,12
17842,7,18,8
17843,7,12,23
17844,7,10,9
17845,7,16,9
17846,7,19,10
17847,7,17,12
17849,7,14,11
17850,7,12,5
17851,7,16,15
17852,7,17,17
17853,7,16,7
17854,7,21,12
17856,7,14,13
17857,7,18,9
17858,7,24,16
17859,7,17,13
17860,7,16,8
17861,7,16,6
17862,7,9,10
17863,7,6,3
17864,7,10,6
17865,7,17,14
17867,7,16,11
17868,7,15,21
17869,7,11,10
17870,7,19,4
17871,7,24,35
17872,7,18,14
17873,7,16,17
17874,7,20,9
17875,7,12,8
17876,7,19,13
17878,7,10,12
17879,7,7,4
17880,7,16,8
17881,7,12,9
17882,7,12,3
17883,7,20,15
17884,7,24,21
17885,7,9,5
17886,7,9,7
17887,7,20,18
17888,7,16,14
17889,7,8,9
17890,7,15,8
17891,7,20,6
17892,7,17,10
17893,7,18,7
17894,7,13,5
17896,7,12,13
17897,7,20,11
17898,7,16,14
17899,7,24,53
17900,7,16,7
17901,7,10,15
17902,7,17,15
17903,7,12,6
17904,7,17,4
17905,7,8,2
17906,7,22,13
17908,7,24,12
17909,7,21,13
17910,7,19,19
17911,7,19,20
17912,7,12,19
17913,7,16,7
17914,7,12,2
17915,7,15,6
17916,7,9,5
17917,7,8,3
17918,7,14,8
17919,7,23,17
17920,7,14,5
17921,7,10,7
17922,7,17,12
17923,7,21,18
17924,7,24,26
17926,7,21,14
17927,7,6,9
17928,7,12,5
17930,7,21,14
17931,7,24,15
17932,7,24,19
17933,7,15,9
17935,7,14,6
17936,7,9,5
17937,7,9,6
17938,7,9,18
17939,7,22,24
17940,7,8,8
17941,7,15,7
17942,7,20,6
17943,7,10,5
17944,7,18,12
17945,7,18,6
17946,7,14,5
17947,7,23,33
17949,7,6,3
17950,7,11,6
17951,7,9,3
17952,7,21,10
17953,7,16,10
17954,7,11,15
17955,7,20,6
17957,7,8,1
17959,7,7,5
17961,7,17,10
17962,7,14,10
17963,7,22,14
17964,7,21,20
17965,7,12,12
17966,7,18,14
17967,7,12,18
17968,7,19,9
17969,7,16,8
17970,7,11,5
17971,7,18,16
17973,7,15,2
17974,7,17,22
17975,7,16,16
17976,7,9,9
17977,7,16,4
17978,7,9,10
17979,7,17,3
17980,7,24,15
17981,7,11,13
17982,7,9,8
17983,7,18,12
17984,7,18,16
17985,7,14,7
17986,7,17,23
17987,7,18,11
17988,7,15,8
17989,7,13,7
17990,7,11,24
17991,7,24,26
17992,7,7,3
17993,7,17,7
17996,7,11,3
17997,7,16,9
17998,7,17,13
18000,7,22,24
18001,7,12,6
18002,7,12,7
18004,7,16,20
18005,7,20,14
18006,7,16,16
18008,7,15,8
18011,7,8,3
18012,7,17,12
18013,7,13,7
