id,set,human_score,sentence_count
5978,3,1,4
5979,3,2,13
5980,3,1,8
5981,3,1,3
5982,3,2,5
5983,3,1,6
5984,3,1,5
5985,3,0,9
5986,3,2,8
5987,3,3,10
5988,3,3,13
5989,3,1,6
5990,3,3,9
5991,3,2,6
5992,3,1,4
5993,3,2,8
5994,3,2,6
5995,3,2,10
5996,3,1,6
5997,3,2,8
5998,3,2,3
5999,3,1,2
6000,3,2,8
6001,3,1,4
6002,3,2,7
6003,3,3,9
6004,3,1,2
6005,3,3,13
6006,3,2,6
6007,3,3,9
6008,3,1,8
6010,3,1,6
6011,3,1,2
6012,3,0,6
6013,3,1,3
6014,3,3,9
6015,3,2,8
6016,3,3,12
6017,3,1,7
6018,3,2,6
6019,3,1,4
6020,3,2,9
6021,3,2,7
6022,3,2,9
6023,3,2,8
6024,3,1,4
6025,3,1,2
6026,3,3,13
6027,3,3,11
6028,3,2,10
6029,3,1,8
6030,3,3,14
6031,3,3,12
6032,3,2,7
6033,3,3,11
6034,3,2,8
6035,3,1,5
6036,3,2,7
6037,3,2,5
6038,3,2,6
6039,3,1,9
6040,3,1,6
6041,3,2,4
6042,3,2,7
6043,3,1,6
6044,3,2,3
6045,3,2,7
6046,3,1,7
6047,3,1,7
6048,3,1,13
6049,3,1,4
6050,3,3,20
6051,3,1,11
6052,3,2,7
6053,3,1,4
6054,3,1,4
6055,3,2,10
6056,3,1,8
6057,3,3,9
6058,3,2,9
6059,3,1,2
6060,3,1,3
6061,3,3,8
6062,3,1,6
6063,3,2,8
6064,3,2,7
6065,3,2,10
6066,3,1,5
6067,3,1,6
6068,3,2,6
6069,3,2,8
6070,3,2,5
6071,3,2,8
6072,3,2,11
6073,3,2,12
6074,3,2,7
6075,3,3,11
6076,3,2,14
6077,3,1,6
6078,3,2,6
6079,3,3,7
6080,3,2,9
6081,3,2,5
6082,3,1,4
6083,3,1,3
6084,3,3,6
6085,3,3,8
6086,3,1,4
6087,3,2,7
6088,3,2,16
6089,3,3,8
6090,3,1,5
6091,3,3,8
6092,3,1,4
6093,3,1,3
6094,3,1,10
6095,3,3,13
6096,3,2,11
6097,3,1,2
6098,3,3,10
6099,3,1,3
6100,3,2,8
6101,3,2,7
6102,3,2,8
6103,3,2,10
6104,3,1,3
6105,3,3,18
6106,3,1,8
6107,3,2,9
6108,3,1,4
6109,3,2,4
6110,3,2,9
6111,3,2,8
6112,3,1,4
6113,3,3,9
6114,3,1,3
6115,3,2,4
6116,3,2,9
6117,3,1,12
6118,3,3,15
6119,3,1,4
6120,3,2,10
6121,3,3,10
6122,3,2,7
6123,3,3,12
6124,3,3,9
6125,3,2,5
6126,3,1,6
6127,3,3,11
6128,3,3,6
6129,3,2,8
6130,3,1,6
6131,3,1,4
6132,3,3,10
6133,3,1,4
6134,3,2,15
6135,3,2,8
6136,3,1,6
6137,3,2,5
6138,3,2,7
6139,3,2,9
6140,3,1,9
6141,3,2,7
6142,3,2,7
6143,3,3,11
6144,3,3,8
6145,3,3,10
6146,3,2,10
6147,3,2,5
6148,3,2,7
6149,3,2,9
6150,3,2,7
6151,3,2,6
6152,3,2,13
6153,3,2,7
6154,3,1,1
6155,3,1,7
6156,3,2,7
6157,3,3,14
6158,3,3,13
6159,3,2,8
6160,3,2,11
6161,3,2,7
6162,3,2,16
6163,3,1,6
6164,3,2,7
6165,3,3,8
6166,3,1,3
6167,3,3,2
6168,3,2,5
6169,3,2,11
6170,3,1,11
6171,3,3,9
6172,3,2,8
6173,3,1,5
6174,3,2,6
6175,3,1,5
6176,3,1,5
6177,3,2,6
6178,3,3,7
6179,3,2,3
6180,3,3,18
6181,3,3,8
6182,3,3,12
6183,3,3,11
6184,3,1,6
6185,3,2,8
6186,3,2,6
6187,3,1,4
6188,3,0,2
6189,3,1,6
6190,3,2,15
6191,3,2,10
6192,3,3,8
6193,3,1,9
6194,3,3,15
6195,3,3,11
6196,3,1,4
6197,3,2,10
6198,3,3,15
6199,3,2,7
6200,3,0,16
6201,3,2,4
6202,3,1,3
6203,3,3,15
6204,3,1,12
6205,3,2,3
6206,3,0,6
6207,3,0,3
6208,3,3,8
6209,3,2,7
6210,3,2,7
6211,3,1,5
6212,3,2,7
6213,3,1,4
6214,3,1,5
6215,3,1,5
6216,3,2,8
6217,3,1,4
6218,3,2,8
6219,3,2,8
6220,3,2,14
6221,3,2,6
6222,3,2,7
6223,3,3,12
6224,3,2,3
6225,3,3,10
6226,3,3,8
6227,3,1,4
6228,3,3,11
6229,3,1,2
6230,3,1,3
6231,3,2,7
6232,3,1,4
6233,3,2,2
6234,3,1,3
6235,3,1,2
6236,3,2,10
6237,3,2,11
6238,3,0,5
6239,3,2,8
6240,3,3,11
6241,3,1,3
6242,3,1,2
6243,3,2,10
6244,3,1,8
6245,3,3,13
6246,3,1,10
6247,3,3,9
6248,3,1,4
6249,3,3,14
6250,3,3,18
6251,3,1,4
6252,3,1,5
6253,3,3,8
