id,set,human_score,char_6
11827,5,2,24
11828,5,2,29
11829,5,3,26
11830,5,1,9
11831,5,3,24
11832,5,3,28
11833,5,3,36
11834,5,4,37
11835,5,3,32
11836,5,3,19
11837,5,1,3
11838,5,1,23
11839,5,1,9
11840,5,1,13
11841,5,2,17
11842,5,2,17
11843,5,4,23
11844,5,3,21
11845,5,2,24
11846,5,2,16
11847,5,4,31
11848,5,2,24
11849,5,2,24
11850,5,4,37
11851,5,2,14
11852,5,2,21
11853,5,2,23
11854,5,1,9
11855,5,3,25
11856,5,4,33
11857,5,4,47
11858,5,3,12
11859,5,2,16
11860,5,3,26
11861,5,3,17
11862,5,3,17
11863,5,3,22
11864,5,2,20
11865,5,3,25
11866,5,4,60
11867,5,2,18
11868,5,3,24
11869,5,3,14
11870,5,2,11
11871,5,1,5
11872,5,3,24
11873,5,3,32
11874,5,3,34
11875,5,3,19
11876,5,2,16
11877,5,2,12
11878,5,3,27
11879,5,2,7
11880,5,1,5
11881,5,3,10
11882,5,3,15
11883,5,3,24
11884,5,4,68
11885,5,2,6
11886,5,3,33
11887,5,2,13
11888,5,1,6
11889,5,2,15
11890,5,2,19
11891,5,3,38
11892,5,2,15
11893,5,3,24
11894,5,2,15
11895,5,3,24
11896,5,3,27
11897,5,3,21
11898,5,3,32
11899,5,3,22
11900,5,3,36
11901,5,3,24
11902,5,1,3
11903,5,1,5
11904,5,3,15
11905,5,3,21
11906,5,4,36
11907,5,2,13
11908,5,3,19
11909,5,2,14
11910,5,1,10
11911,5,3,22
11912,5,2,9
11913,5,2,16
11914,5,1,11
11915,5,2,15
11916,5,3,28
11917,5,2,17
11918,5,2,15
11919,5,1,10
11920,5,3,27
11921,5,3,15
11922,5,2,8
11923,5,2,27
11924,5,2,22
11925,5,2,16
11926,5,1,20
11927,5,2,5
11928,5,3,40
11929,5,2,31
11930,5,2,16
11931,5,3,18
11932,5,4,44
11933,5,3,29
11934,5,3,17
11935,5,1,4
11936,5,2,32
11937,5,4,61
11938,5,3,31
11939,5,3,20
11940,5,2,10
11941,5,3,12
11942,5,3,30
11943,5,3,24
11944,5,2,11
11945,5,4,49
11946,5,3,37
11947,5,2,21
11948,5,2,15
11949,5,3,28
11950,5,1,6
11951,5,3,25
11952,5,1,9
11953,5,1,3
11954,5,4,47
11955,5,1,4
11956,5,2,21
11957,5,4,30
11958,5,2,11
11959,5,2,29
11960,5,3,38
11961,5,1,8
11962,5,3,28
11963,5,4,50
11964,5,3,29
11965,5,3,25
11966,5,1,19
11967,5,2,6
11968,5,2,18
11969,5,2,17
11970,5,4,28
11971,5,1,5
11972,5,3,15
11973,5,2,28
11974,5,2,18
11975,5,4,24
11976,5,1,8
11977,5,1,4
11978,5,3,31
11979,5,4,40
11980,5,4,57
11981,5,2,16
11982,5,2,18
11983,5,1,8
11984,5,2,16
11985,5,4,32
11986,5,4,42
11987,5,2,17
11988,5,3,32
11989,5,3,42
11990,5,4,32
11991,5,3,26
11992,5,2,9
11993,5,1,6
11994,5,2,28
11995,5,1,7
11996,5,2,29
11997,5,4,36
11998,5,1,1
11999,5,3,5
12000,5,2,32
12001,5,2,11
12002,5,1,4
12003,5,3,32
12004,5,2,12
12005,5,3,13
12006,5,1,11
12007,5,3,17
12008,5,3,14
12009,5,2,18
12010,5,2,29
12011,5,3,26
12012,5,2,22
12013,5,1,13
12014,5,3,39
12015,5,2,16
12016,5,3,27
12017,5,1,9
12018,5,4,35
12019,5,2,15
12020,5,3,37
12021,5,3,24
12022,5,2,16
12023,5,1,5
12024,5,3,46
12025,5,2,14
12026,5,2,44
12027,5,2,15
12028,5,4,50
12029,5,2,15
12030,5,3,29
12031,5,4,36
12032,5,1,12
12033,5,3,34
12034,5,3,21
12035,5,2,16
12036,5,1,18
12037,5,3,23
12038,5,2,27
12039,5,2,16
12040,5,1,10
12041,5,1,14
12042,5,3,14
12043,5,1,12
12044,5,3,23
12045,5,2,13
12046,5,1,9
12047,5,2,62
12048,5,2,17
12049,5,4,50
12050,5,0,1
12051,5,2,27
12052,5,4,23
12053,5,0,0
12054,5,3,42
12055,5,2,14
12056,5,3,21
12057,5,1,15
12058,5,3,38
12059,5,2,13
12060,5,3,26
12061,5,2,17
12062,5,3,22
12063,5,2,21
12064,5,3,16
12065,5,2,18
12066,5,0,1
12067,5,2,18
12068,5,3,46
12069,5,4,62
12070,5,2,21
12071,5,3,43
12072,5,4,46
12073,5,2,2
12074,5,2,8
12075,5,3,16
12076,5,2,18
12077,5,3,25
12078,5,1,5
12079,5,3,41
12080,5,4,24
12081,5,4,49
12082,5,3,45
12083,5,1,7
12084,5,3,24
12085,5,3,34
12086,5,3,46
12087,5,1,9
12088,5,2,20
12089,5,1,3
12090,5,4,38
12091,5,3,30
12092,5,1,11
12093,5,2,16
