id,set,human_score,pos_35
2,1,9,9
3,1,7,3
4,1,10,4
5,1,8,5
6,1,8,6
7,1,10,3
8,1,10,5
9,1,9,1
10,1,9,5
11,1,8,1
12,1,8,8
13,1,7,5
14,1,6,1
15,1,6,0
16,1,12,2
17,1,8,3
18,1,8,3
19,1,4,0
20,1,6,1
21,1,8,1
22,1,3,0
23,1,10,1
24,1,11,1
25,1,8,5
26,1,9,3
27,1,4,1
28,1,9,0
29,1,9,1
30,1,8,3
31,1,10,5
32,1,10,6
33,1,6,0
34,1,8,3
35,1,9,10
36,1,10,7
37,1,12,5
38,1,8,2
39,1,10,6
40,1,7,4
41,1,2,0
42,1,8,0
43,1,6,2
44,1,8,0
45,1,8,4
46,1,8,5
47,1,8,1
48,1,11,7
49,1,6,3
50,1,5,0
51,1,9,5
52,1,7,2
53,1,8,3
54,1,10,3
55,1,8,1
56,1,10,1
57,1,9,2
58,1,7,3
59,1,8,2
60,1,4,0
61,1,8,1
62,1,8,3
63,1,8,3
64,1,7,8
65,1,9,1
66,1,9,1
67,1,8,3
68,1,9,1
69,1,7,4
70,1,12,3
71,1,10,4
72,1,10,2
73,1,8,1
74,1,7,1
75,1,8,2
76,1,8,1
77,1,10,4
78,1,10,0
79,1,10,2
80,1,8,0
81,1,8,5
82,1,8,0
83,1,7,5
84,1,6,3
85,1,10,14
86,1,8,2
87,1,10,2
88,1,9,7
89,1,6,3
90,1,7,3
91,1,8,1
92,1,11,14
93,1,11,2
94,1,8,0
95,1,10,5
96,1,7,0
97,1,8,0
98,1,11,1
99,1,8,3
100,1,7,3
101,1,10,6
102,1,8,0
103,1,9,2
104,1,10,2
105,1,9,8
106,1,11,8
107,1,10,10
108,1,8,4
109,1,8,5
110,1,6,2
111,1,11,7
112,1,9,1
113,1,8,1
114,1,8,3
115,1,9,3
116,1,4,0
117,1,8,6
118,1,12,4
119,1,10,1
120,1,8,6
121,1,8,2
122,1,9,5
123,1,10,2
124,1,7,5
125,1,5,0
126,1,8,4
127,1,9,6
128,1,9,3
129,1,10,1
130,1,10,1
131,1,10,4
132,1,11,0
133,1,10,7
134,1,10,0
135,1,7,2
136,1,9,5
137,1,7,1
138,1,10,0
139,1,7,0
140,1,9,2
141,1,10,4
142,1,10,4
143,1,7,5
144,1,9,3
145,1,10,2
146,1,6,0
147,1,12,2
148,1,9,4
149,1,8,5
150,1,8,0
151,1,8,2
152,1,6,4
153,1,9,1
154,1,12,6
155,1,10,4
156,1,8,4
157,1,9,2
158,1,9,1
159,1,10,3
160,1,8,2
161,1,10,8
162,1,12,3
163,1,8,1
164,1,8,0
165,1,9,0
166,1,10,5
167,1,8,5
168,1,9,5
169,1,6,0
170,1,8,2
171,1,8,3
172,1,8,2
173,1,8,0
174,1,8,3
175,1,8,3
176,1,10,1
177,1,8,1
178,1,8,0
179,1,8,0
180,1,10,4
181,1,10,5
182,1,8,2
183,1,8,2
184,1,8,2
185,1,8,5
186,1,8,8
187,1,5,1
188,1,9,3
189,1,6,0
190,1,10,1
191,1,8,1
192,1,11,5
193,1,8,1
194,1,10,2
195,1,5,1
196,1,8,5
197,1,10,7
198,1,10,2
199,1,11,1
200,1,8,5
201,1,9,1
202,1,8,8
203,1,10,3
204,1,10,2
205,1,10,7
206,1,10,1
207,1,8,6
208,1,6,1
209,1,6,1
210,1,9,3
211,1,6,1
212,1,7,2
213,1,8,4
214,1,8,1
215,1,10,1
216,1,8,8
217,1,10,7
218,1,8,0
219,1,9,2
220,1,10,2
221,1,6,2
222,1,9,2
223,1,8,6
224,1,8,1
225,1,12,9
226,1,8,5
227,1,9,1
228,1,8,1
229,1,8,2
230,1,9,5
231,1,8,3
232,1,12,7
233,1,7,0
234,1,8,2
235,1,7,1
236,1,6,2
237,1,8,7
238,1,9,3
239,1,9,4
240,1,8,1
241,1,9,3
242,1,9,3
243,1,11,4
244,1,7,2
245,1,7,2
246,1,11,4
247,1,8,1
248,1,9,3
249,1,9,3
250,1,10,3
251,1,9,7
252,1,9,1
253,1,6,5
254,1,10,11
255,1,8,1
256,1,8,0
257,1,8,0
258,1,11,5
259,1,9,4
260,1,7,3
261,1,9,1
262,1,8,2
263,1,10,3
264,1,8,1
265,1,11,3
266,1,11,4
267,1,10,1
268,1,8,3
269,1,9,1
270,1,8,5
271,1,8,1
272,1,10,2
273,1,8,4
274,1,9,0
275,1,11,1
276,1,8,2
277,1,9,2
278,1,8,2
279,1,10,2
280,1,10,1
281,1,7,4
282,1,8,1
283,1,6,8
284,1,8,1
285,1,11,6
286,1,4,1
287,1,12,3
288,1,8,3
289,1,10,5
290,1,11,4
291,1,11,4
292,1,11,2
293,1,8,0
294,1,10,5
295,1,10,2
296,1,10,5
297,1,9,6
298,1,8,15
299,1,8,2
300,1,8,3
301,1,9,4
302,1,10,4
303,1,10,5
304,1,9,9
305,1,10,2
306,1,8,5
307,1,9,2
308,1,6,0
309,1,9,6
310,1,10,0
311,1,9,2
312,1,7,3
314,1,9,5
315,1,10,2
316,1,9,6
317,1,10,3
318,1,8,4
319,1,9,6
320,1,8,2
321,1,12,2
322,1,8,2
323,1,10,9
324,1,8,3
325,1,9,3
326,1,10,2
327,1,6,3
328,1,8,3
329,1,8,4
330,1,11,3
331,1,10,6
332,1,8,1
333,1,9,0
334,1,10,11
335,1,9,3
336,1,11,11
337,1,10,3
338,1,8,1
339,1,11,8
340,1,9,2
341,1,8,0
342,1,9,1
343,1,9,4
345,1,10,2
346,1,12,6
347,1,7,3
348,1,8,3
349,1,8,1
350,1,8,7
351,1,9,0
352,1,7,1
353,1,5,2
354,1,8,3
355,1,6,1
356,1,8,0
357,1,8,2
358,1,7,1
359,1,2,0
360,1,6,0
361,1,10,3
362,1,10,5
363,1,8,0
364,1,11,3
365,1,9,4
366,1,8,2
367,1,8,1
368,1,9,2
369,1,8,3
370,1,10,5
371,1,8,2
372,1,10,1
373,1,8,1
374,1,7,3
375,1,4,1
376,1,8,4
377,1,10,2
378,1,11,5
379,1,9,4
380,1,10,1
381,1,10,4
382,1,7,3
383,1,11,10
384,1,8,3
385,1,11,1
386,1,10,3
387,1,8,1
388,1,7,6
389,1,8,6
390,1,10,3
391,1,12,2
392,1,8,5
393,1,8,7
394,1,7,0
395,1,6,0
396,1,7,3
397,1,10,1
398,1,10,3
399,1,8,1
400,1,8,5
401,1,6,2
402,1,8,0
403,1,8,6
404,1,8,6
405,1,9,8
406,1,8,1
407,1,8,3
408,1,8,6
409,1,8,13
410,1,8,3
411,1,12,3
412,1,10,3
413,1,9,0
414,1,8,3
415,1,7,8
416,1,6,2
417,1,8,1
418,1,12,6
419,1,6,4
420,1,8,3
421,1,6,2
422,1,7,5
423,1,9,8
424,1,9,1
425,1,10,5
426,1,9,4
427,1,11,1
428,1,8,1
429,1,9,2
430,1,8,3
431,1,11,2
432,1,8,1
433,1,11,1
434,1,7,3
435,1,11,6
436,1,8,3
437,1,8,0
438,1,8,3
439,1,10,3
440,1,8,2
441,1,8,2
442,1,10,12
443,1,8,9
444,1,8,1
445,1,8,5
446,1,10,1
447,1,11,5
448,1,9,0
449,1,2,0
450,1,7,4
451,1,8,1
452,1,7,7
453,1,9,2
454,1,8,0
455,1,4,1
456,1,7,0
457,1,10,2
458,1,9,2
459,1,8,1
460,1,8,1
461,1,8,3
462,1,8,4
463,1,8,5
464,1,7,3
465,1,8,4
466,1,9,6
467,1,8,5
468,1,8,0
469,1,9,0
470,1,8,5
471,1,8,1
472,1,12,1
473,1,7,3
474,1,6,0
475,1,9,4
476,1,8,7
477,1,6,0
478,1,8,6
479,1,10,1
480,1,8,0
481,1,10,2
482,1,9,6
483,1,9,6
484,1,7,1
485,1,10,4
486,1,9,0
487,1,8,7
488,1,8,3
489,1,9,1
490,1,8,4
491,1,8,9
492,1,7,6
493,1,8,2
494,1,9,5
495,1,8,6
496,1,9,3
497,1,9,2
498,1,12,3
499,1,9,3
500,1,10,5
501,1,8,3
502,1,7,4
503,1,8,2
504,1,10,1
505,1,10,2
506,1,7,1
507,1,10,4
508,1,9,0
509,1,11,2
510,1,7,2
511,1,8,2
512,1,8,0
513,1,8,3
514,1,8,0
515,1,8,2
516,1,8,3
517,1,8,3
518,1,8,0
519,1,12,2
520,1,6,7
521,1,7,7
522,1,9,5
523,1,10,3
524,1,8,4
525,1,9,6
526,1,7,5
527,1,8,0
528,1,6,6
529,1,7,1
530,1,10,0
531,1,10,7
532,1,8,7
533,1,8,5
534,1,11,3
535,1,8,0
536,1,8,2
537,1,8,4
538,1,8,3
539,1,9,3
540,1,8,12
541,1,8,6
542,1,10,7
543,1,8,4
544,1,8,1
545,1,2,0
546,1,6,1
547,1,8,4
548,1,8,0
549,1,8,2
550,1,10,3
551,1,8,6
552,1,6,0
553,1,8,1
554,1,8,5
555,1,11,4
556,1,10,7
557,1,10,1
558,1,10,3
559,1,12,2
560,1,8,1
561,1,8,0
562,1,10,3
563,1,7,4
564,1,8,1
565,1,9,5
566,1,8,5
567,1,8,4
568,1,8,5
569,1,8,7
570,1,8,7
571,1,9,0
572,1,11,4
573,1,10,11
574,1,8,3
575,1,10,3
576,1,8,5
577,1,6,1
578,1,9,2
579,1,8,2
580,1,8,2
581,1,8,1
582,1,11,2
583,1,9,10
584,1,9,4
585,1,11,3
586,1,8,4
587,1,9,3
588,1,10,5
589,1,5,0
590,1,6,0
591,1,8,4
592,1,8,1
593,1,10,2
594,1,7,0
595,1,8,0
596,1,6,2
597,1,8,5
598,1,8,5
599,1,8,3
600,1,6,0
601,1,8,0
602,1,8,1
603,1,11,3
604,1,9,5
605,1,6,0
606,1,8,1
607,1,9,6
608,1,7,8
609,1,7,2
610,1,7,5
611,1,9,3
612,1,10,0
613,1,8,3
614,1,6,3
615,1,9,3
616,1,8,3
617,1,9,8
618,1,8,1
619,1,11,3
620,1,7,1
621,1,8,2
622,1,8,2
623,1,6,1
624,1,8,0
625,1,11,0
626,1,7,0
627,1,8,5
628,1,11,3
629,1,11,3
630,1,8,2
631,1,6,3
632,1,10,1
633,1,8,5
634,1,5,0
635,1,10,1
636,1,9,1
637,1,8,3
638,1,8,4
639,1,6,1
640,1,7,5
641,1,7,3
642,1,8,8
643,1,10,2
644,1,8,0
645,1,8,2
646,1,9,2
647,1,11,2
648,1,6,2
649,1,8,0
650,1,10,3
651,1,8,4
652,1,9,2
653,1,8,4
654,1,10,7
655,1,7,2
656,1,9,4
657,1,9,3
658,1,8,4
659,1,10,6
660,1,11,2
661,1,8,2
662,1,6,1
663,1,8,7
664,1,9,0
665,1,7,8
666,1,8,4
667,1,9,6
668,1,10,1
669,1,8,1
670,1,8,3
671,1,8,0
672,1,9,7
673,1,6,0
674,1,8,5
675,1,8,5
676,1,8,3
677,1,8,0
678,1,8,2
679,1,8,8
680,1,9,9
681,1,8,6
682,1,11,5
683,1,10,5
684,1,8,5
685,1,8,4
686,1,9,5
687,1,8,2
688,1,9,0
689,1,8,2
690,1,9,0
691,1,6,8
692,1,6,5
693,1,8,2
694,1,8,1
695,1,9,6
696,1,8,2
697,1,8,3
698,1,6,2
699,1,12,10
700,1,8,3
701,1,8,2
702,1,6,2
703,1,8,0
704,1,7,1
705,1,8,7
706,1,10,3
707,1,8,1
708,1,9,5
709,1,10,6
710,1,11,5
711,1,10,7
712,1,9,0
713,1,10,0
714,1,9,3
715,1,8,2
716,1,9,1
717,1,8,1
718,1,10,5
719,1,7,4
720,1,10,6
721,1,9,3
722,1,10,4
723,1,10,3
724,1,8,1
725,1,6,3
726,1,10,0
727,1,6,3
728,1,8,3
729,1,7,0
730,1,10,2
731,1,8,6
732,1,9,3
733,1,8,1
734,1,10,1
735,1,9,3
736,1,10,6
737,1,8,2
738,1,6,0
739,1,9,1
740,1,8,10
741,1,8,2
742,1,10,2
743,1,10,4
744,1,9,3
745,1,9,8
746,1,8,2
747,1,8,1
748,1,8,7
749,1,10,3
750,1,8,3
751,1,8,9
752,1,7,2
753,1,8,1
754,1,9,2
755,1,9,5
756,1,8,2
757,1,9,7
758,1,8,2
759,1,10,3
760,1,9,2
761,1,8,5
762,1,10,4
763,1,8,1
764,1,9,4
765,1,7,2
766,1,8,5
767,1,8,6
768,1,8,10
769,1,10,6
770,1,8,1
771,1,9,3
772,1,10,3
773,1,8,2
774,1,8,6
775,1,7,2
776,1,7,2
777,1,10,12
778,1,9,1
779,1,8,0
780,1,9,3
781,1,10,5
782,1,11,5
783,1,7,2
784,1,10,1
785,1,8,4
786,1,8,4
787,1,8,5
788,1,8,4
789,1,7,3
790,1,9,0
791,1,8,0
792,1,8,3
793,1,11,4
794,1,8,2
795,1,8,3
796,1,8,3
797,1,10,6
798,1,9,3
799,1,8,4
800,1,10,3
801,1,9,4
802,1,8,4
803,1,6,1
804,1,8,2
805,1,9,4
806,1,6,4
807,1,11,11
808,1,7,1
809,1,9,2
810,1,8,0
811,1,8,1
812,1,8,6
813,1,8,5
814,1,8,6
815,1,10,5
816,1,9,4
817,1,12,10
818,1,8,0
819,1,8,4
820,1,5,1
821,1,9,1
822,1,8,2
823,1,8,7
824,1,9,6
825,1,6,5
826,1,10,0
827,1,6,1
828,1,9,1
829,1,8,4
830,1,10,4
831,1,8,2
832,1,2,0
833,1,9,5
834,1,10,2
835,1,10,13
836,1,8,3
837,1,8,5
838,1,5,0
839,1,10,5
840,1,8,6
841,1,7,1
842,1,8,0
843,1,8,1
844,1,8,6
845,1,10,2
846,1,8,6
847,1,12,4
848,1,6,5
849,1,7,0
850,1,10,2
851,1,9,3
852,1,10,4
853,1,9,5
854,1,8,1
855,1,8,3
856,1,10,7
857,1,8,1
858,1,9,1
859,1,12,4
860,1,8,5
861,1,8,3
862,1,8,2
863,1,10,7
864,1,10,8
865,1,8,2
866,1,7,0
867,1,8,5
868,1,12,0
869,1,6,0
870,1,9,7
871,1,10,5
872,1,8,2
873,1,9,5
874,1,12,2
875,1,11,4
876,1,8,2
877,1,11,4
878,1,9,3
879,1,8,2
880,1,10,6
881,1,8,5
882,1,9,1
883,1,9,0
884,1,8,4
885,1,7,12
886,1,11,0
887,1,9,2
888,1,10,5
889,1,8,1
890,1,8,2
891,1,9,0
892,1,10,1
893,1,4,2
894,1,10,3
895,1,10,2
896,1,8,4
897,1,9,4
898,1,8,4
899,1,8,0
900,1,10,3
901,1,8,2
902,1,10,5
903,1,8,6
904,1,8,1
905,1,6,3
906,1,11,5
907,1,9,1
908,1,10,5
909,1,10,2
910,1,8,4
911,1,8,2
912,1,10,3
913,1,10,8
914,1,9,3
915,1,10,3
916,1,11,1
917,1,6,0
918,1,10,10
919,1,11,3
920,1,8,6
921,1,8,2
922,1,8,2
923,1,6,1
924,1,8,3
925,1,7,5
926,1,7,0
927,1,7,0
928,1,10,3
929,1,10,2
930,1,8,3
931,1,8,1
932,1,12,4
933,1,8,7
934,1,8,2
935,1,9,4
936,1,7,4
937,1,11,3
938,1,11,4
939,1,6,1
940,1,8,10
941,1,12,4
942,1,9,9
943,1,9,1
944,1,8,2
945,1,8,4
946,1,8,10
947,1,10,3
948,1,9,7
949,1,8,0
950,1,10,1
951,1,7,3
952,1,8,6
953,1,12,3
954,1,10,1
955,1,8,4
956,1,9,5
957,1,9,6
958,1,8,3
959,1,9,7
960,1,7,6
961,1,8,5
962,1,9,2
963,1,8,2
964,1,11,1
965,1,7,0
966,1,7,1
967,1,11,1
968,1,9,4
969,1,8,3
970,1,11,4
971,1,9,5
972,1,8,5
973,1,6,4
974,1,2,1
975,1,8,3
976,1,8,4
