id,set,human_score,std_word
17834,7,15,3.68555739792
17836,7,13,15.321553446
17837,7,15,26.6211851727
17838,7,17,12.6477208915
17839,7,13,6.75435428262
17840,7,23,4.66038449846
17841,7,16,9.15453742991
17842,7,18,11.5081492865
17843,7,12,7.62569529508
17844,7,10,2.73973955688
17845,7,16,17.1536268346
17846,7,19,4.45084261685
17847,7,17,7.20484019408
17849,7,14,7.76940386154
17850,7,12,22.0181743112
17851,7,16,7.24308098962
17852,7,17,7.40242174905
17853,7,16,8.80630571853
17854,7,21,8.9427189502
17856,7,14,5.07459153922
17857,7,18,8.6922698736
17858,7,24,6.14918693812
17859,7,17,8.95418978986
17860,7,16,15.2069063257
17861,7,16,20.4260182665
17862,7,9,6.30951662174
17863,7,6,5.35412613474
17864,7,10,17.4610678049
17865,7,17,14.7801922055
17867,7,16,9.85766471934
17868,7,15,14.3191671808
17869,7,11,8.80681554252
17870,7,19,18.7799760383
17871,7,24,6.70388251809
17872,7,18,5.49257383628
17873,7,16,7.11448641541
17874,7,20,9.74996043044
17875,7,12,16.9392296165
17876,7,19,11.8611293953
17878,7,10,6.33552593625
17879,7,7,8.15475321515
17880,7,16,11.5947186253
17881,7,12,8.90831211237
17882,7,12,6.12825877028
17883,7,20,7.59649041773
17884,7,24,5.76170798562
17885,7,9,23.2086190886
17886,7,9,5.62791874388
17887,7,20,7.31415843281
17888,7,16,7.51630879882
17889,7,8,8.13922069858
17890,7,15,11.0785547343
17891,7,20,8.53749898324
17892,7,17,11.9733036377
17893,7,18,7.2506157374
17894,7,13,5.63560112144
17896,7,12,13.9483408697
17897,7,20,12.6275312494
17898,7,16,7.1299884077
17899,7,24,6.70653204642
17900,7,16,16.9440857179
17901,7,10,3.47307100737
17902,7,17,9.41063228481
17903,7,12,8.952032668
17904,7,17,20.4816991483
17905,7,8,38.5
17906,7,22,8.64144410461
17908,7,24,7.44983221288
17909,7,21,8.58028564648
17910,7,19,6.73149458817
17911,7,19,5.02468904511
17912,7,12,7.25896141164
17913,7,16,13.3202316582
17914,7,12,2.0
17915,7,15,10.6262254195
17916,7,9,10.7814655776
17917,7,8,6.68331255192
17918,7,14,12.3059944742
17919,7,23,8.14912906379
17920,7,14,8.68562030024
17921,7,10,20.6041406578
17922,7,17,5.61743318212
17923,7,21,5.83862194125
17924,7,24,6.42676080447
17926,7,21,15.6578532164
17927,7,6,11.0330591887
17928,7,12,25.6327914984
17930,7,21,7.75518259894
17931,7,24,7.6634775976
17932,7,24,8.73779322661
17933,7,15,6.55084576577
17935,7,14,14.5334862377
17936,7,9,5.04380808517
17937,7,9,6.643710476
17938,7,9,10.8730042869
17939,7,22,4.83620604285
17940,7,8,4.8218253805
17941,7,15,20.7846096908
17942,7,20,11.7709623887
17943,7,10,26.1426854015
17944,7,18,8.86472409798
17945,7,18,15.2069063257
17946,7,14,6.11228271597
17947,7,23,6.28844466238
17949,7,6,26.6207938775
17950,7,11,6.31576510717
17951,7,9,23.2999761564
17952,7,21,19.8899472096
17953,7,16,9.5163018027
17954,7,11,7.52300176496
17955,7,20,13.0692599467
17957,7,8,0.0
17959,7,7,11.1247471881
17961,7,17,7.92716847304
17962,7,14,8.59069263797
17963,7,22,24.1932061639
17964,7,21,4.98272014065
17965,7,12,7.79378313501
17966,7,18,6.69449972221
17967,7,12,10.7542698956
17968,7,19,5.9087714668
17969,7,16,10.7754060248
17970,7,11,9.17387595294
17971,7,18,11.5379807592
17973,7,15,64.0
17974,7,17,5.47515047531
17975,7,16,5.96048183874
17976,7,9,6.79505993396
17977,7,16,11.0538454847
17978,7,9,3.13687742827
17979,7,17,47.0814896394
17980,7,24,5.53132493672
17981,7,11,6.82581247738
17982,7,9,7.17526131928
17983,7,18,6.67655516632
17984,7,18,5.5452682532
17985,7,14,9.63412302862
17986,7,17,5.43426084452
17987,7,18,19.8827139508
17988,7,15,6.98100100272
17989,7,13,5.69281681291
17990,7,11,3.86198531271
17991,7,24,8.61821725411
17992,7,7,8.65383665716
17993,7,17,6.64861501613
17996,7,11,32.427697352
17997,7,16,19.3620476419
17998,7,17,4.28979799803
18000,7,22,6.09972107741
18001,7,12,6.69369520934
18002,7,12,19.859712064
18004,7,16,4.87314067107
18005,7,20,11.2451803735
18006,7,16,8.32165848855
18008,7,15,11.3660679217
18011,7,8,30.4083321915
18012,7,17,8.03464719546
18013,7,13,29.9237125275
18014,7,20,6.59208778019
18015,7,14,75.5439533576
18016,7,24,4.14906653636
18017,7,17,4.92417505781
18018,7,12,4.76313972081
18019,7,20,7.4477604555
18020,7,13,4.85555237732
18021,7,16,19.2104138425
18022,7,18,6.80147042925
18023,7,12,14.4336612996
18025,7,21,12.1566905022
18026,7,19,6.42572953057
18028,7,23,14.6548774167
18029,7,17,11.5662343819
18030,7,21,8.84590300648
18031,7,9,7.5369460364
18032,7,15,16.8002976164
18033,7,12,5.40688218847
18034,7,24,6.69338680137
18035,7,16,11.3947356266
18036,7,8,9.20258115965
18037,7,13,21.7873242965
18038,7,21,7.08676387516
18039,7,16,29.9207286008
18040,7,9,14.236104336
18041,7,17,6.6516838439
18042,7,16,8.27311576399
18043,7,7,9.54666899441
18044,7,16,7.76745346515
18045,7,19,9.21710460508
18046,7,8,18.398369493
18047,7,22,10.5905618359
18048,7,18,6.86931583202
18049,7,18,37.9008208648
18050,7,8,0.0
18051,7,18,9.70755820948
18052,7,17,17.2884354411
18053,7,24,5.90783330258
18054,7,12,25.8053941521
18055,7,16,5.41410195693
18056,7,22,7.1166483455
18057,7,14,11.3932241071
18058,7,18,6.81705377874
18060,7,8,47.0
18061,7,15,16.9450905773
18062,7,17,4.7932459369
18064,7,17,9.92117694964
18065,7,14,5.86349919735
18066,7,23,5.97913037155
18067,7,17,9.69392707948
18068,7,24,6.19558355993
18070,7,20,8.79541784113
18071,7,16,8.51404069105
18072,7,15,7.34846922835
18073,7,18,7.34120789335
18074,7,17,31.0006451546
18075,7,16,6.80671440173
18076,7,13,27.3570496082
18077,7,18,5.69042637954
18078,7,19,5.05402907358
18079,7,22,17.3113718044
18080,7,8,28.4118703186
18081,7,23,13.8206367437
18082,7,14,34.3155293643
18083,7,14,7.73320561836
18084,7,15,12.589678312
18086,7,15,3.43187671366
18087,7,19,7.80996514432
18088,7,6,13.0
18089,7,21,12.7527508037
18090,7,16,60.4430310292
18091,7,7,23.5
18092,7,16,12.6111062163
18093,7,14,8.83176086633
18094,7,17,7.19258877827
18095,7,15,5.99134323601
18096,7,16,8.6281194037
18097,7,17,7.17526131928
18098,7,22,7.51248960066
18099,7,17,6.70469302707
18100,7,18,9.7194197451
18102,7,13,6.49923072371
18103,7,11,14.214077529
18105,7,17,14.1636638975
18106,7,16,26.6040932523
18107,7,13,6.54166557
18108,7,11,52.0
18109,7,8,19.5
18110,7,20,10.573814617
18112,7,17,6.39057948647
18114,7,18,13.9744034083
18115,7,15,10.3004254976
18116,7,20,10.2170880827
18117,7,19,7.56571212775
18118,7,10,14.4956010217
18119,7,16,46.3728139088
18120,7,18,8.63481325797
18121,7,14,5.55721630506
18123,7,12,16.0822883944
18124,7,15,6.29266502653
18126,7,6,10.4029910229
18127,7,18,17.4330066891
18128,7,17,9.1182705127
18129,7,13,7.74338427304
18130,7,17,9.0
18131,7,15,9.65084912787
18132,7,18,6.20757203883
18133,7,13,9.41629792788
18134,7,12,6.61449010052
18135,7,12,13.0915146222
18136,7,14,2.0
18137,7,15,7.04504457482
18138,7,12,6.39420418093
18140,7,18,7.20253727584
18141,7,15,12.7776640299
18142,7,21,7.27102252747
18143,7,13,8.14440672773
18144,7,16,10.4970233876
18146,7,21,11.6979530373
18147,7,16,16.7671968107
18148,7,18,5.9342096146
18149,7,10,0.0
18150,7,14,10.3674671449
18151,7,16,4.61794800609
18152,7,6,13.5
18153,7,24,10.8589440862
18154,7,13,5.31075151298
18156,7,18,16.6032125405
18159,7,18,10.3772587903
18160,7,23,8.95823643358
18161,7,4,18.0288657436
18162,7,19,5.73747671483
18163,7,16,8.94565209239
18164,7,19,8.63684209201
18165,7,17,14.0851999327
18166,7,17,8.7680609449
18167,7,7,14.9740516301
18168,7,17,3.92337318425
18169,7,13,20.1474158975
18170,7,14,7.92937576358
18171,7,17,4.86986196473
18172,7,23,5.00468530479
18173,7,14,4.63329856812
18174,7,23,7.02707710895
18175,7,22,7.76694558929
18177,7,13,4.84122918276
18178,7,22,10.1105005921
18179,7,5,5.26877594893
18180,7,17,4.78780502141
18181,7,17,9.71664670246
18182,7,17,11.9335544672
18183,7,16,11.2605506082
18184,7,6,3.09047252183
18185,7,13,16.0390149323
18186,7,14,7.9788609602
18187,7,21,4.42283129601
18189,7,22,6.68187847839
18190,7,14,10.1679769424
18191,7,16,13.3829010613
18192,7,20,5.04000615574
18193,7,15,9.23092628072
18194,7,13,7.89083684551
18195,7,9,29.6048044149
18196,7,8,60.5
18197,7,16,5.38516480713
18198,7,20,7.5777451938
18200,7,19,18.1659021246
18201,7,21,4.62889475649
18202,7,21,5.11955823711
18203,7,7,6.68331255192
18205,7,20,8.30568329519
18206,7,16,30.9619120857
18207,7,12,16.8831276723
18208,7,17,2.71281680178
18209,7,16,36.5589934216
18210,7,18,5.59336341441
18211,7,17,8.67467578645
18212,7,14,5.01402990296
18213,7,22,4.50252454438
18215,7,8,8.15379512865
18217,7,17,5.50880556705
18218,7,16,9.34655148658
18219,7,7,39.6319000302
18220,7,21,3.35145468725
18221,7,8,3.14907393795
18222,7,24,6.52492675722
18223,7,20,5.9251529952
18225,7,19,10.6368631251
18226,7,21,7.97604437993
18227,7,18,7.35670400043
18228,7,12,9.53939201417
18229,7,24,8.63240406839
18230,7,17,8.31349426242
18231,7,23,5.37731862135
18232,7,20,10.2988405028
18233,7,10,7.55579247995
18234,7,21,7.27980463718
18235,7,18,9.27312944508
18236,7,20,10.2391164742
18237,7,18,10.1248405762
18238,7,16,3.37782803325
18239,7,7,5.14511634681
18240,7,16,23.3737744777
18241,7,20,10.6962480442
18242,7,16,5.93072961102
18243,7,24,6.20257037741
18244,7,14,16.3358310165
18245,7,9,4.27182873136
18246,7,17,9.39792464613
18247,7,10,13.1695671911
18248,7,11,4.41073071662
18249,7,13,13.8293166859
18250,7,23,7.31578165045
18251,7,11,5.76538545298
18252,7,14,9.81846952177
18253,7,12,8.74584449429
18254,7,17,5.36808406516
18255,7,20,5.1746829613
18256,7,22,6.75941940499
18257,7,20,9.41989251531
18258,7,9,7.17137165601
18259,7,9,43.5
18260,7,13,8.16333265278
18261,7,20,24.265201421
18262,7,14,15.4415025176
18263,7,11,0.0
18264,7,16,11.1067265655
18265,7,15,8.52111348358
18266,7,21,5.98852235531
18267,7,11,8.84081444212
18268,7,8,7.54983443527
18269,7,14,4.92254049843
18271,7,20,6.37316906653
18272,7,11,5.89015089374
18273,7,18,8.30982878511
18275,7,20,22.3653216489
18276,7,18,4.96267056871
18277,7,18,7.30106537127
18278,7,13,3.59010987142
18279,7,23,8.56847040732
18280,7,16,6.10327780787
18281,7,24,21.0771656913
18282,7,20,10.7
18283,7,20,6.47689071845
18284,7,11,9.01880496381
18285,7,16,5.69998209807
18286,7,20,5.3857141736
18287,7,18,14.5
18288,7,10,11.1803398875
18289,7,17,7.87400787401
18290,7,10,5.96735913114
18291,7,22,8.29417798397
18292,7,16,6.57763681898
18293,7,11,5.83438085833
18294,7,16,14.7656869195
18295,7,16,5.71401785086
18296,7,8,20.5
18297,7,21,53.6188807697
18298,7,16,4.59736908124
18300,7,13,6.91641053538
18301,7,14,4.79687398208
18302,7,16,25.2883372328
18303,7,18,8.87372839091
18304,7,13,9.80299777783
18305,7,18,9.55248658727
18306,7,10,12.7114219076
18307,7,19,9.4835383692
18308,7,12,7.45157981013
18309,7,17,4.92788227017
18310,7,7,13.7768816913
18311,7,24,5.49550882848
18312,7,21,6.48458645527
18314,7,24,7.65658304264
18317,7,16,13.6874737909
18318,7,14,7.5539213919
18319,7,24,6.69659704473
18320,7,12,7.86165094338
18321,7,14,4.80221037542
18322,7,17,6.47731082746
18324,7,24,6.44002507002
18325,7,13,15.072740295
18326,7,11,10.5610762794
18327,7,17,8.09459642907
18329,7,14,12.3222049445
18330,7,6,8.73155198118
18331,7,10,15.6584641648
18332,7,22,15.774074571
18333,7,16,18.4089350286
18334,7,16,7.32051910728
18335,7,16,5.61189213486
18336,7,19,10.2968291895
18337,7,21,5.86410735765
18338,7,20,5.99168398769
18339,7,24,17.1802142977
18340,7,16,10.2131578735
18341,7,22,7.31330123816
18342,7,16,9.16515138991
18343,7,13,8.11171991627
18344,7,16,7.5309258229
18345,7,19,21.5116247643
18346,7,17,10.2623367493
18347,7,14,3.97953950777
18348,7,5,2.86744175568
18349,7,19,11.9794061973
18350,7,12,5.46976849116
18352,7,17,4.21307488659
18353,7,17,8.59922935862
18354,7,11,1.5
18355,7,7,9.45727233403
18356,7,17,12.5529434353
18357,7,16,5.26234811584
18358,7,15,6.9360921995
18361,7,9,6.13454587245
18362,7,24,8.23883486908
18363,7,24,6.7561129156
18364,7,14,29.2612751298
18365,7,12,12.4574275033
18366,7,16,9.7937054615
18367,7,18,14.6505972574
18368,7,15,14.4239241116
18369,7,20,8.85057643397
18370,7,8,13.8162545174
18371,7,18,7.12143551189
18373,7,14,5.57325977232
18374,7,8,13.0724477008
18375,7,8,10.6858551366
18376,7,13,11.3357840488
18377,7,24,9.52627944163
18378,7,18,12.231516668
18379,7,11,12.2245654319
18380,7,18,10.7406213389
18381,7,20,6.7082039325
18383,7,11,34.7658836601
18384,7,13,0.0
18386,7,23,10.8065078654
18387,7,17,7.14033437592
18388,7,22,9.69679213853
18389,7,17,4.9867839605
18390,7,16,16.4373811783
18391,7,19,10.7806410859
18392,7,15,10.5258353529
18393,7,20,9.47034846244
18394,7,16,5.17687164222
18395,7,24,7.72691500015
18396,7,17,5.21624229436
18398,7,19,3.17837078018
18399,7,22,8.96443590591
18401,7,18,12.7869532274
18402,7,8,17.3493515729
18403,7,12,4.24218030616
18404,7,16,7.83503382903
18405,7,14,20.6164982478
18406,7,18,15.7159707157
18407,7,21,4.60072458061
18408,7,24,7.58816492398
18409,7,14,7.16472842007
18411,7,10,6.51841974089
18412,7,14,8.59586463882
18413,7,18,10.4439642325
18414,7,8,4.91313432433
18415,7,14,38.505681399
18416,7,19,9.01994318164
18417,7,10,4.86172434804
18418,7,18,12.6545995152
18419,7,23,6.2185713956
18421,7,14,15.4434452115
18422,7,23,8.33329388551
18423,7,18,7.18397295761
18424,7,17,6.36867333124
18426,7,10,12.3288280059
18427,7,16,14.118545723
18428,7,14,9.80108282231
18429,7,15,8.17920584678
18430,7,19,7.75945769197
18432,7,15,14.0378497103
18433,7,19,9.15317498166
18434,7,17,15.2564740356
18435,7,18,6.29144039328
18436,7,8,15.9047162817
18438,7,22,12.9116249625
18441,7,8,5.1923019943
18442,7,23,8.25143428747
18444,7,12,11.1606451426
18445,7,9,6.23506479981
18446,7,7,69.0
18448,7,19,9.68826093786
18449,7,16,5.52167446423
18450,7,20,5.21232839976
18451,7,18,4.69524775426
18453,7,16,5.60446250768
18454,7,24,5.85772354845
18455,7,7,5.70613704707
18456,7,11,11.1460475057
18458,7,21,9.92773891679
18459,7,18,9.7650075218
18460,7,15,5.23061898823
18461,7,12,6.16846820532
18463,7,6,15.4056266777
18464,7,16,19.3612854687
18465,7,18,7.78640476559
18466,7,12,51.0
18467,7,21,12.8418649272
18468,7,10,6.35959467611
18471,7,20,20.1930681175
18472,7,14,7.63744581077
18473,7,24,7.36658190246
18474,7,22,5.64882844136
18475,7,18,10.2752249082
18476,7,20,6.20097963531
18477,7,22,6.65670552113
18478,7,14,4.47325384927
18479,7,23,15.6665248221
18480,7,17,6.70668262532
18481,7,9,10.5303793326
18482,7,24,12.5754863581
18484,7,12,6.28012738724
18485,7,16,8.26565107262
18488,7,9,4.36463056856
18489,7,21,20.6080081522
18490,7,14,6.88091118788
18491,7,16,6.49519052838
18492,7,17,5.53257399408
18494,7,18,14.7041836819
18495,7,16,13.9124245031
18496,7,6,0.0
