id,set,human_score,char_8
5978,3,1,2
5979,3,2,20
5980,3,1,9
5981,3,1,5
5982,3,2,4
5983,3,1,1
5984,3,1,2
5985,3,0,0
5986,3,2,8
5987,3,3,18
5988,3,3,13
5989,3,1,1
5990,3,3,5
5991,3,2,3
5992,3,1,4
5993,3,2,4
5994,3,2,5
5995,3,2,8
5996,3,1,3
5997,3,2,2
5998,3,2,2
5999,3,1,0
6000,3,2,12
6001,3,1,4
6002,3,2,6
6003,3,3,12
6004,3,1,1
6005,3,3,8
6006,3,2,6
6007,3,3,6
6008,3,1,7
6010,3,1,4
6011,3,1,1
6012,3,0,3
6013,3,1,4
6014,3,3,13
6015,3,2,5
6016,3,3,14
6017,3,1,1
6018,3,2,3
6019,3,1,2
6020,3,2,8
6021,3,2,2
6022,3,2,4
6023,3,2,9
6024,3,1,1
6025,3,1,1
6026,3,3,13
6027,3,3,16
6028,3,2,3
6029,3,1,2
6030,3,3,12
6031,3,3,25
6032,3,2,2
6033,3,3,15
6034,3,2,8
6035,3,1,2
6036,3,2,5
6037,3,2,1
6038,3,2,11
6039,3,1,2
6040,3,1,2
6041,3,2,1
6042,3,2,7
6043,3,1,3
6044,3,2,1
6045,3,2,6
6046,3,1,2
6047,3,1,2
6048,3,1,5
6049,3,1,0
6050,3,3,16
6051,3,1,5
6052,3,2,10
6053,3,1,1
6054,3,1,0
6055,3,2,4
6056,3,1,8
6057,3,3,9
6058,3,2,7
6059,3,1,2
6060,3,1,0
6061,3,3,7
6062,3,1,4
6063,3,2,5
6064,3,2,8
6065,3,2,8
6066,3,1,2
6067,3,1,2
6068,3,2,2
6069,3,2,8
6070,3,2,6
6071,3,2,7
6072,3,2,4
6073,3,2,11
6074,3,2,1
6075,3,3,18
6076,3,2,10
6077,3,1,3
6078,3,2,4
6079,3,3,7
6080,3,2,7
6081,3,2,1
6082,3,1,0
6083,3,1,1
6084,3,3,7
6085,3,3,13
6086,3,1,3
6087,3,2,6
6088,3,2,6
6089,3,3,12
6090,3,1,1
6091,3,3,7
6092,3,1,1
6093,3,1,0
6094,3,1,4
6095,3,3,17
6096,3,2,5
6097,3,1,4
6098,3,3,9
6099,3,1,0
6100,3,2,12
6101,3,2,6
6102,3,2,5
6103,3,2,10
6104,3,1,2
6105,3,3,7
6106,3,1,7
6107,3,2,6
6108,3,1,1
6109,3,2,2
6110,3,2,3
6111,3,2,11
6112,3,1,2
6113,3,3,14
6114,3,1,3
6115,3,2,0
6116,3,2,9
6117,3,1,5
6118,3,3,3
6119,3,1,5
6120,3,2,2
6121,3,3,7
6122,3,2,10
6123,3,3,9
6124,3,3,11
6125,3,2,3
6126,3,1,10
6127,3,3,10
6128,3,3,15
6129,3,2,5
6130,3,1,3
6131,3,1,2
6132,3,3,3
6133,3,1,0
6134,3,2,6
6135,3,2,3
6136,3,1,3
6137,3,2,7
6138,3,2,8
6139,3,2,4
6140,3,1,5
6141,3,2,4
6142,3,2,8
6143,3,3,9
6144,3,3,11
6145,3,3,11
6146,3,2,7
6147,3,2,2
6148,3,2,4
6149,3,2,6
6150,3,2,10
6151,3,2,8
6152,3,2,8
6153,3,2,1
6154,3,1,1
6155,3,1,2
6156,3,2,6
6157,3,3,7
6158,3,3,9
6159,3,2,0
6160,3,2,8
6161,3,2,1
6162,3,2,6
6163,3,1,2
6164,3,2,4
6165,3,3,19
6166,3,1,2
6167,3,3,1
6168,3,2,3
6169,3,2,8
6170,3,1,6
6171,3,3,16
6172,3,2,4
6173,3,1,0
6174,3,2,0
6175,3,1,7
6176,3,1,1
6177,3,2,9
6178,3,3,6
6179,3,2,1
6180,3,3,17
6181,3,3,8
6182,3,3,17
6183,3,3,9
6184,3,1,3
6185,3,2,2
6186,3,2,2
6187,3,1,1
6188,3,0,1
6189,3,1,3
6190,3,2,6
6191,3,2,5
6192,3,3,14
6193,3,1,3
6194,3,3,13
6195,3,3,8
6196,3,1,1
6197,3,2,4
6198,3,3,19
6199,3,2,2
6200,3,0,9
6201,3,2,2
6202,3,1,1
6203,3,3,4
6204,3,1,12
6205,3,2,3
6206,3,0,5
6207,3,0,2
6208,3,3,7
6209,3,2,3
6210,3,2,5
6211,3,1,7
6212,3,2,3
6213,3,1,1
6214,3,1,7
6215,3,1,4
