id,set,human_score,pos_19
2978,2,4,48
2979,2,1,8
2980,2,2,17
2981,2,4,32
2982,2,4,43
2983,2,4,29
2984,2,5,37
2985,2,2,31
2986,2,4,26
2987,2,4,14
2988,2,3,30
2989,2,3,26
2990,2,5,36
2991,2,3,35
2992,2,3,10
2993,2,3,34
2994,2,4,46
2995,2,3,31
2996,2,1,11
2997,2,3,42
2998,2,3,15
2999,2,3,17
3000,2,3,17
3001,2,4,46
3002,2,3,37
3003,2,4,28
3004,2,4,19
3005,2,2,11
3006,2,3,23
3007,2,3,15
3008,2,4,19
3009,2,3,30
3010,2,3,17
3011,2,4,19
3012,2,3,23
3013,2,4,33
3014,2,4,38
3015,2,3,40
3016,2,3,27
3017,2,4,32
3018,2,3,56
3019,2,4,39
3020,2,4,74
3021,2,4,34
3022,2,4,27
3023,2,4,23
3024,2,4,53
3025,2,3,27
3026,2,4,21
3027,2,3,26
3028,2,5,43
3029,2,3,12
3030,2,4,32
3031,2,3,31
3032,2,4,50
3033,2,4,74
3034,2,4,89
3035,2,2,4
3036,2,3,19
3037,2,4,47
3038,2,2,5
3039,2,3,29
3040,2,3,29
3041,2,4,67
3042,2,4,22
3043,2,3,23
3044,2,3,11
3045,2,4,26
3046,2,3,23
3047,2,3,26
3048,2,3,29
3049,2,4,47
3050,2,2,30
3051,2,4,31
3052,2,4,26
3053,2,3,18
3054,2,3,40
3055,2,3,33
3056,2,3,26
3057,2,3,8
3058,2,3,34
3059,2,3,38
3060,2,4,21
3061,2,3,23
3062,2,3,23
3063,2,4,36
3064,2,3,16
3065,2,3,11
3066,2,1,8
3067,2,4,22
3068,2,2,31
3069,2,4,38
3070,2,3,20
3071,2,4,14
3072,2,4,45
3073,2,4,75
3074,2,4,61
3075,2,4,41
3076,2,3,24
3077,2,5,34
3078,2,3,40
3079,2,3,38
3080,2,4,27
3081,2,4,22
3082,2,3,38
3083,2,3,40
3084,2,3,30
3085,2,3,16
3086,2,2,18
3087,2,2,0
3088,2,3,41
3089,2,3,35
3090,2,3,26
3091,2,2,11
3092,2,3,13
3093,2,3,27
3094,2,4,25
3095,2,2,8
3096,2,1,6
3097,2,3,21
3098,2,3,27
3099,2,4,41
3100,2,3,26
3101,2,3,22
3102,2,3,26
3103,2,3,36
3104,2,5,44
3105,2,3,15
3106,2,4,58
3107,2,3,36
3108,2,3,24
3109,2,3,47
3110,2,3,27
3111,2,3,21
3112,2,3,20
3113,2,3,22
3114,2,4,45
3115,2,4,43
3116,2,3,33
3117,2,3,26
3118,2,2,8
3119,2,4,49
3120,2,3,20
3121,2,4,32
3122,2,4,30
3123,2,4,17
3124,2,4,15
3125,2,4,65
3126,2,4,49
