id,set,human_score,word_18
8863,4,0,1
8864,4,0,1
8865,4,3,4
8866,4,2,0
8867,4,2,3
8868,4,1,1
8869,4,0,3
8870,4,2,3
8871,4,1,1
8872,4,2,1
8873,4,2,5
8874,4,0,1
8875,4,1,1
8876,4,2,6
8877,4,0,2
8878,4,1,2
8879,4,2,1
8880,4,1,1
8881,4,3,6
8882,4,1,1
8883,4,1,1
8884,4,1,1
8885,4,3,4
8886,4,1,2
8887,4,2,2
8888,4,2,3
8889,4,1,4
8890,4,2,2
8891,4,3,3
8892,4,1,2
8893,4,2,1
8894,4,1,0
8895,4,3,4
8896,4,2,1
8897,4,1,2
8898,4,2,5
8899,4,0,0
8900,4,2,3
8901,4,0,1
8902,4,3,5
8903,4,3,6
8904,4,2,4
8905,4,2,3
8906,4,2,1
8907,4,0,1
8908,4,1,1
8909,4,2,2
8910,4,1,2
8911,4,3,6
8912,4,1,0
8913,4,1,2
8914,4,2,1
8915,4,2,1
8916,4,0,1
8917,4,0,1
8918,4,1,4
8919,4,3,1
8920,4,0,2
8921,4,2,4
8922,4,2,4
8923,4,3,5
8924,4,2,2
8925,4,1,2
8926,4,1,1
8927,4,0,2
8928,4,1,1
8929,4,1,1
8930,4,0,2
8931,4,3,1
8932,4,1,1
8933,4,2,2
8934,4,1,1
8935,4,2,5
8936,4,1,1
8937,4,1,2
8938,4,1,1
8939,4,3,3
8940,4,2,3
8941,4,3,7
8942,4,1,0
8943,4,1,1
8944,4,1,1
8945,4,2,2
8946,4,3,2
8947,4,0,3
8948,4,3,4
8949,4,0,1
8950,4,1,1
8951,4,2,2
8952,4,1,2
8953,4,1,2
8954,4,3,3
8955,4,3,4
8956,4,1,2
8957,4,2,2
8958,4,0,0
8959,4,3,3
8960,4,1,3
8961,4,1,3
8962,4,2,2
8963,4,1,3
8964,4,0,1
8965,4,2,2
8966,4,1,2
8967,4,2,3
8968,4,2,1
8969,4,2,2
8970,4,1,1
8971,4,1,2
8972,4,2,2
8973,4,3,5
8974,4,3,4
8975,4,0,0
8976,4,0,1
