id,set,human_score,pos_5
2,1,9,16
3,1,7,4
4,1,10,14
5,1,8,26
6,1,8,5
7,1,10,18
8,1,10,8
9,1,9,13
10,1,9,6
11,1,8,8
12,1,8,8
13,1,7,7
14,1,6,4
15,1,6,4
16,1,12,22
17,1,8,20
18,1,8,12
19,1,4,0
20,1,6,8
21,1,8,9
22,1,3,1
23,1,10,15
24,1,11,23
25,1,8,10
26,1,9,10
27,1,4,6
28,1,9,10
29,1,9,5
30,1,8,6
31,1,10,10
32,1,10,10
33,1,6,3
34,1,8,12
35,1,9,13
36,1,10,9
37,1,12,15
38,1,8,12
39,1,10,5
40,1,7,2
41,1,2,1
42,1,8,7
43,1,6,5
44,1,8,2
45,1,8,5
46,1,8,6
47,1,8,5
48,1,11,21
49,1,6,10
50,1,5,5
51,1,9,16
52,1,7,7
53,1,8,15
54,1,10,7
55,1,8,11
56,1,10,7
57,1,9,8
58,1,7,6
59,1,8,11
60,1,4,2
61,1,8,5
62,1,8,7
63,1,8,22
64,1,7,9
65,1,9,12
66,1,9,14
67,1,8,5
68,1,9,10
69,1,7,8
70,1,12,12
71,1,10,13
72,1,10,13
73,1,8,7
74,1,7,7
75,1,8,11
76,1,8,7
77,1,10,13
78,1,10,17
79,1,10,9
80,1,8,6
81,1,8,10
82,1,8,10
83,1,7,7
84,1,6,11
85,1,10,12
86,1,8,4
87,1,10,6
88,1,9,13
89,1,6,12
90,1,7,5
91,1,8,6
92,1,11,10
93,1,11,15
94,1,8,6
95,1,10,15
96,1,7,8
97,1,8,9
98,1,11,11
99,1,8,9
100,1,7,5
101,1,10,10
102,1,8,15
103,1,9,8
104,1,10,12
105,1,9,13
106,1,11,11
107,1,10,11
108,1,8,6
109,1,8,11
110,1,6,9
111,1,11,9
112,1,9,9
113,1,8,14
114,1,8,9
115,1,9,17
116,1,4,0
117,1,8,11
118,1,12,9
119,1,10,4
120,1,8,5
121,1,8,20
122,1,9,17
123,1,10,9
124,1,7,8
125,1,5,4
126,1,8,11
127,1,9,14
128,1,9,5
129,1,10,23
130,1,10,11
131,1,10,3
132,1,11,11
133,1,10,11
134,1,10,8
135,1,7,7
136,1,9,4
137,1,7,9
138,1,10,9
139,1,7,2
140,1,9,11
141,1,10,10
142,1,10,7
143,1,7,7
144,1,9,16
145,1,10,13
146,1,6,4
147,1,12,11
148,1,9,7
149,1,8,9
150,1,8,16
151,1,8,11
152,1,6,2
153,1,9,13
154,1,12,10
155,1,10,8
156,1,8,10
157,1,9,7
158,1,9,10
159,1,10,12
160,1,8,3
161,1,10,21
162,1,12,18
163,1,8,4
164,1,8,5
165,1,9,10
166,1,10,10
167,1,8,16
168,1,9,13
169,1,6,2
170,1,8,7
171,1,8,11
