id,set,human_score,avg_word_length
17834,7,15,43.7777777778
17836,7,13,38.5106382979
17837,7,15,39.8051948052
17838,7,17,40.7834101382
17839,7,13,42.7152317881
17840,7,23,45.744047619
17841,7,16,37.0588235294
17842,7,18,42.3015873016
17843,7,12,38.0222841226
17844,7,10,38.0681818182
17845,7,16,37.3863636364
17846,7,19,41.2068965517
17847,7,17,38.2887700535
17849,7,14,36.7878787879
17850,7,12,40.4848484848
17851,7,16,38.0357142857
17852,7,17,40.0
17853,7,16,45.7608695652
17854,7,21,37.5824175824
17856,7,14,35.5395683453
17857,7,18,39.1503267974
17858,7,24,38.7755102041
17859,7,17,38.3783783784
17860,7,16,42.2340425532
17861,7,16,36.4285714286
17862,7,9,39.6116504854
17863,7,6,42.5490196078
17864,7,10,35.1428571429
17865,7,17,40.8921933086
17867,7,16,36.4571428571
17868,7,15,40.8761329305
17869,7,11,44.1071428571
17870,7,19,44.140625
17871,7,24,45.7480314961
17872,7,18,39.1719745223
17873,7,16,37.1144278607
17874,7,20,36.9230769231
17875,7,12,35.6497175141
17876,7,19,43.018018018
17878,7,10,44.7540983607
17879,7,7,36.1363636364
17880,7,16,42.5454545455
17881,7,12,38.3243243243
17882,7,12,34.9315068493
17883,7,20,37.7314814815
17884,7,24,41.1261261261
17885,7,9,36.0606060606
17886,7,9,35.4545454545
17887,7,20,37.56
17888,7,16,38.7692307692
17889,7,8,34.6923076923
17890,7,15,40.88
17891,7,20,35.78125
17892,7,17,37.5903614458
17893,7,18,36.5934065934
17894,7,13,39.5454545455
17896,7,12,40.7843137255
17897,7,20,38.2183908046
17898,7,16,39.175257732
17899,7,24,44.0202702703
17900,7,16,36.8789808917
17901,7,10,33.5555555556
17902,7,17,35.611814346
17903,7,12,33.3734939759
17904,7,17,40.625
17905,7,8,31.5584415584
17906,7,22,43.4146341463
17908,7,24,38.8421052632
17909,7,21,38.05
17910,7,19,37.1615720524
17911,7,19,38.4916201117
17912,7,12,43.1176470588
17913,7,16,36.25
17914,7,12,42.0535714286
17915,7,15,37.1794871795
17916,7,9,37.0114942529
17917,7,8,32.7619047619
17918,7,14,39.6992481203
17919,7,23,35.5859375
17920,7,14,38.0952380952
17921,7,10,37.1361502347
17922,7,17,38.59375
17923,7,21,40.3448275862
17924,7,24,44.6101694915
17926,7,21,39.6563573883
17927,7,6,35.7142857143
17928,7,12,36.0465116279
17930,7,21,35.4464285714
17931,7,24,40.9239130435
17932,7,24,38.7936507937
17933,7,15,38.2105263158
17935,7,14,36.2903225806
17936,7,9,33.9583333333
17937,7,9,37.2307692308
17938,7,9,40.6730769231
17939,7,22,41.4574898785
17940,7,8,34.5
17941,7,15,37.0072992701
17942,7,20,45.6034482759
17943,7,10,32.6347305389
17944,7,18,36.5333333333
17945,7,18,42.1705426357
17946,7,14,38.4210526316
17947,7,23,39.0853658537
17949,7,6,34.5161290323
17950,7,11,35.0
17951,7,9,34.0
17952,7,21,38.0295566502
17953,7,16,35.8552631579
17954,7,11,35.75
17955,7,20,43.5172413793
17957,7,8,40.5
17959,7,7,41.3095238095
17961,7,17,37.5301204819
17962,7,14,43.5333333333
17963,7,22,38.9677419355
17964,7,21,44.0909090909
17965,7,12,38.3233532934
17966,7,18,37.6063829787
17967,7,12,42.8476821192
17968,7,19,42.5899280576
17969,7,16,39.2561983471
17970,7,11,46.0714285714
17971,7,18,47.5403225806
17973,7,15,36.7605633803
17974,7,17,40.0490196078
17975,7,16,40.5213270142
17976,7,9,45.9130434783
17977,7,16,37.397260274
17978,7,9,35.7894736842
17979,7,17,36.2222222222
17980,7,24,41.1224489796
17981,7,11,42.6206896552
17982,7,9,38.4615384615
17983,7,18,37.9310344828
17984,7,18,40.9933774834
17985,7,14,36.3302752294
17986,7,17,37.7394636015
17987,7,18,35.4929577465
17988,7,15,38.9908256881
17989,7,13,37.5
17990,7,11,40.4926108374
17991,7,24,37.0392749245
17992,7,7,41.3793103448
17993,7,17,38.3870967742
17996,7,11,33.488372093
17997,7,16,36.9191919192
17998,7,17,36.5030674847
18000,7,22,40.6440677966
18001,7,12,30.5970149254
18002,7,12,32.8229665072
18004,7,16,34.4134078212
18005,7,20,38.6382978723
18006,7,16,37.2115384615
18008,7,15,35.447761194
18011,7,8,40.4597701149
18012,7,17,46.9897959184
18013,7,13,35.900621118
18014,7,20,42.0833333333
18015,7,14,37.1042471042
18016,7,24,47.0479704797
18017,7,17,39.0995260664
18018,7,12,36.7142857143
18019,7,20,38.9642857143
18020,7,13,36.7289719626
18021,7,16,37.8640776699
18022,7,18,38.0743243243
18023,7,12,34.9079754601
18025,7,21,40.599078341
18026,7,19,39.0697674419
18028,7,23,37.614213198
18029,7,17,35.0
18030,7,21,39.2279411765
18031,7,9,40.2739726027
18032,7,15,33.4343434343
18033,7,12,34.7058823529
18034,7,24,39.7862232779
18035,7,16,37.7922077922
18036,7,8,39.2156862745
18037,7,13,37.2527472527
18038,7,21,38.5714285714
18039,7,16,41.0769230769
18040,7,9,35.3333333333
18041,7,17,39.6551724138
18042,7,16,40.0
18043,7,7,39.1549295775
18044,7,16,44.1666666667
18045,7,19,42.2033898305
18046,7,8,36.3541666667
18047,7,22,39.2342342342
18048,7,18,42.5925925926
18049,7,18,38.7136929461
18050,7,8,32.6865671642
18051,7,18,43.2369942197
18052,7,17,40.625
18053,7,24,41.797235023
18054,7,12,39.2948717949
18055,7,16,39.4444444444
18056,7,22,44.5425867508
18057,7,14,39.4444444444
18058,7,18,38.9240506329
18060,7,8,36.5957446809
18061,7,15,35.0230414747
18062,7,17,43.8405797101
18064,7,17,35.5704697987
18065,7,14,37.5789473684
18066,7,23,42.243902439
18067,7,17,44.358974359
18068,7,24,42.4590163934
18070,7,20,41.2389380531
18071,7,16,37.1627906977
18072,7,15,38.4415584416
18073,7,18,42.8125
18074,7,17,35.1526717557
18075,7,16,50.3797468354
18076,7,13,37.9372197309
18077,7,18,39.4
18078,7,19,44.1379310345
18079,7,22,39.698630137
18080,7,8,40.4046242775
18081,7,23,35.6647398844
18082,7,14,35.3237410072
18083,7,14,35.625
18084,7,15,42.2377622378
18086,7,15,38.8235294118
