id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10
17834,7,15,30,90,22,30,2
17836,7,13,29,94,16,35,3
17837,7,15,53,154,19,48,3
17838,7,17,72,217,33,82,7
17839,7,13,53,151,34,60,7
17840,7,23,144,336,52,139,12
17841,7,16,51,170,15,55,7
17842,7,18,43,126,21,43,4
17843,7,12,101,359,54,119,19
17844,7,10,29,88,14,24,3
17845,7,16,45,176,24,50,5
17846,7,19,38,116,18,35,7
17847,7,17,54,187,22,61,8
17849,7,14,41,165,12,58,9
17850,7,12,52,165,25,58,4
17851,7,16,51,168,16,52,6
17852,7,17,68,226,31,66,11
17853,7,16,40,92,22,28,4
17854,7,21,56,182,20,44,8
17856,7,14,33,139,18,35,5
17857,7,18,48,153,27,45,7
17858,7,24,57,196,22,81,11
17859,7,17,51,185,23,67,8
17860,7,16,64,188,35,60,6
17861,7,16,34,140,18,42,5
17862,7,9,35,103,17,35,4
17863,7,6,14,51,8,24,2
17864,7,10,26,105,7,34,4
17865,7,17,113,269,23,75,10
17867,7,16,48,175,18,63,7
17868,7,15,102,331,49,108,11
17869,7,11,42,112,19,41,4
17870,7,19,54,128,21,41,4
17871,7,24,154,381,79,135,17
17872,7,18,42,157,21,59,7
17873,7,16,61,201,23,71,8
17874,7,20,49,169,16,48,8
17875,7,12,42,177,12,67,6
17876,7,19,77,222,35,77,10
17878,7,10,49,122,25,43,6
17879,7,7,12,44,3,8,2
17880,7,16,36,110,22,44,4
17881,7,12,51,185,22,69,8
17882,7,12,17,73,6,25,3
17883,7,20,73,216,19,59,9
17884,7,24,91,222,23,80,10
17885,7,9,30,132,18,42,3
17886,7,9,14,66,7,17,4
17887,7,20,76,250,32,74,10
17888,7,16,56,195,22,66,8
17889,7,8,20,130,9,35,7
17890,7,15,39,125,21,45,5
17891,7,20,20,64,5,16,2
17892,7,17,50,166,20,58,6
17893,7,18,24,91,8,21,5
17894,7,13,14,44,8,18,2
17896,7,12,108,306,30,97,10
17897,7,20,51,174,20,62,6
17898,7,16,67,194,25,71,10
17899,7,24,227,592,111,204,26
17900,7,16,43,157,16,56,6
17901,7,10,14,90,3,27,2
17902,7,17,55,237,22,79,11
17903,7,12,13,83,2,22,4
17904,7,17,39,112,14,36,3
17905,7,8,9,77,5,12,1
17906,7,22,68,164,18,41,7
17908,7,24,61,190,32,62,9
17909,7,21,53,200,30,54,10
17910,7,19,74,229,14,74,9
17911,7,19,52,179,18,60,6
17912,7,12,62,170,28,55,6
17913,7,16,27,112,13,30,4
17914,7,12,38,112,16,45,2
17915,7,15,30,117,11,42,5
17916,7,9,21,87,11,31,4
17917,7,8,17,105,3,28,3
