id,set,human_score,char_4,word_count,char_6
20716,8,34,204,664,80
20717,8,46,242,780,93
20718,8,40,291,848,110
20719,8,30,214,705,61
20721,8,26,130,646,24
20722,8,40,315,695,92
20723,8,40,308,825,96
20724,8,34,84,291,21
20725,8,41,273,733,124
20726,8,40,226,537,87
20727,8,31,143,439,52
20728,8,44,321,816,164
20732,8,31,182,818,53
20733,8,36,183,559,71
20734,8,43,317,763,135
20735,8,20,43,131,19
20736,8,45,256,711,101
20737,8,40,168,528,70
20739,8,30,209,735,55
20741,8,35,116,280,37
20742,8,40,198,630,88
20743,8,42,312,848,122
20745,8,34,201,478,88
20746,8,33,253,844,67
20747,8,38,125,356,53
20748,8,36,220,688,78
20751,8,45,198,614,70
20754,8,31,260,829,101
20755,8,30,78,226,33
20756,8,34,220,737,89
20757,8,33,230,727,98
20758,8,40,293,849,116
20759,8,47,251,734,109
20760,8,30,326,835,131
20761,8,40,295,847,109
20762,8,32,141,455,61
20763,8,40,273,844,90
20764,8,30,85,305,31
20766,8,45,336,832,145
20767,8,45,252,653,80
20768,8,45,339,844,104
20769,8,50,322,832,146
20770,8,39,156,442,60
20771,8,33,130,359,65
20772,8,33,197,545,65
20773,8,34,158,477,44
20774,8,40,131,550,54
20775,8,33,97,319,42
20776,8,33,210,657,77
20777,8,40,199,487,77
20778,8,36,214,601,81
20779,8,37,199,650,74
20781,8,40,234,751,98
20783,8,33,215,579,90
20784,8,37,192,622,67
20785,8,42,162,491,52
20787,8,40,146,368,55
20790,8,40,207,565,85
20791,8,38,116,325,55
20792,8,31,105,285,38
20793,8,42,280,792,111
20794,8,40,211,637,81
20795,8,35,203,607,89
20796,8,35,345,846,110
20797,8,33,86,234,47
20800,8,33,247,564,132
20802,8,30,233,830,86
20803,8,37,141,405,49
20804,8,40,125,424,71
20805,8,40,309,844,113
20806,8,35,199,573,95
20807,8,35,155,466,68
20808,8,31,185,589,66
20809,8,40,266,836,99
20812,8,40,298,848,106
20813,8,36,170,460,61
20814,8,32,331,835,125
20815,8,31,273,752,112
20817,8,30,80,259,21
20818,8,32,272,840,115
20819,8,30,104,333,39
20821,8,55,375,833,167
20822,8,45,251,742,103
20823,8,41,320,772,160
20824,8,45,243,543,141
20825,8,33,145,513,44
20826,8,60,250,658,117
20827,8,45,222,605,66
20828,8,28,66,250,23
20829,8,49,272,582,117
20830,8,33,203,622,80
20831,8,29,74,294,27
20832,8,36,252,779,94
20833,8,40,241,641,90
20835,8,40,220,638,81
20836,8,40,192,519,90
20838,8,27,87,279,23
20839,8,24,35,175,10
20840,8,32,108,317,49
20841,8,33,194,658,79
20842,8,40,337,849,113
20844,8,30,323,828,90
20846,8,34,198,559,80
20847,8,35,187,538,77
20848,8,30,266,848,107
20849,8,44,276,848,112
20850,8,31,84,236,33
20851,8,32,145,451,53
20852,8,40,188,526,95
20853,8,32,156,518,62
20856,8,40,159,380,70
20857,8,36,224,577,70
20859,8,43,270,847,108
20860,8,36,195,504,99
20861,8,40,185,512,73
20862,8,45,291,757,139
20863,8,36,185,516,70
20865,8,38,268,828,94
20866,8,37,232,766,75
20869,8,36,246,773,94
20870,8,31,99,289,52
20871,8,20,22,65,11
20872,8,38,245,609,83
20874,8,32,194,507,62
20876,8,37,234,712,88
20877,8,40,207,613,77
20878,8,35,219,681,73
20879,8,40,231,630,103
20881,8,28,316,795,140
20882,8,38,265,765,93
20883,8,36,158,476,58
20884,8,43,245,683,118
20885,8,34,99,340,41
20887,8,32,152,491,50
20888,8,50,275,705,135
20889,8,40,194,530,74
20892,8,40,194,517,64
20893,8,37,132,413,52
20894,8,36,254,736,95
20895,8,40,202,524,94
20896,8,30,71,185,30
20897,8,32,88,245,28
20898,8,44,355,848,127
20899,8,37,286,758,83
20900,8,42,237,612,90
20901,8,40,257,703,87
20902,8,40,223,674,95
20904,8,30,243,650,70
20905,8,34,256,808,85
20906,8,44,130,407,48
20907,8,36,320,741,81
20908,8,35,118,388,54
20909,8,34,232,848,71
20910,8,32,136,363,64
20911,8,40,191,465,70
20913,8,34,172,528,68
20914,8,40,279,702,120
20915,8,40,356,849,131
20916,8,37,263,800,113
20917,8,38,179,490,53
20918,8,29,97,387,48
20919,8,34,75,235,27
20920,8,32,178,547,61
20921,8,43,314,847,153
20922,8,37,90,285,30
20923,8,34,241,585,79
20924,8,29,97,234,49
20925,8,30,117,426,58
20926,8,47,257,731,114
20927,8,36,285,844,131
20928,8,40,122,347,67
20929,8,29,77,200,33
20930,8,40,367,849,121
20931,8,41,264,821,76
20932,8,40,234,620,107
20933,8,32,170,496,89
20935,8,40,248,706,93
20936,8,44,252,642,93
20938,8,34,190,720,42
20939,8,31,101,340,45
20940,8,40,155,440,60
20942,8,40,166,499,53
20943,8,40,370,849,112
20944,8,31,228,718,94
20945,8,29,99,492,26
20946,8,43,268,717,119
20947,8,40,322,769,115
20948,8,40,245,846,90
20949,8,36,253,737,99
20953,8,31,185,540,79
20954,8,15,71,266,20
20955,8,40,275,846,108
20956,8,36,158,444,67
20957,8,45,308,813,125
20958,8,35,202,510,80
