id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10
2,1,9,138,419,82,156,13
3,1,7,102,279,53,97,10
4,1,10,238,524,132,195,20
5,1,8,171,465,88,170,24
6,1,8,68,246,36,83,11
7,1,10,210,499,90,198,20
8,1,10,188,482,85,178,24
9,1,9,140,442,69,153,19
10,1,9,153,502,62,182,21
11,1,8,167,324,76,121,14
12,1,8,140,392,81,143,20
13,1,7,62,204,20,70,6
14,1,6,106,307,48,93,14
15,1,6,74,176,34,66,8
16,1,12,252,528,111,218,27
17,1,8,107,335,45,128,16
18,1,8,129,367,48,142,12
19,1,4,23,66,11,5,4
20,1,6,61,156,30,53,6
21,1,8,127,367,74,137,18
22,1,3,28,56,7,27,2
23,1,10,207,521,99,202,21
24,1,11,227,559,110,216,21
25,1,8,131,293,64,116,16
26,1,9,142,360,66,129,10
27,1,4,40,120,17,36,6
28,1,9,143,360,71,151,16
29,1,9,146,372,62,136,15
30,1,8,88,257,47,117,13
31,1,10,153,472,84,186,21
32,1,10,188,492,89,184,22
33,1,6,64,167,26,67,6
34,1,8,108,362,58,145,17
35,1,9,164,413,65,175,16
36,1,10,200,542,85,193,17
37,1,12,188,488,83,186,24
38,1,8,109,352,67,116,16
39,1,10,162,445,67,168,13
40,1,7,64,190,33,62,8
41,1,2,14,41,7,15,2
42,1,8,96,282,37,107,12
43,1,6,51,140,29,49,7
44,1,8,104,313,39,102,14
45,1,8,108,322,44,114,16
46,1,8,115,298,53,119,10
47,1,8,105,314,51,115,13
48,1,11,193,544,65,205,20
49,1,6,120,315,61,126,17
50,1,5,35,83,18,36,3
51,1,9,140,571,56,211,12
52,1,7,96,241,43,90,12
53,1,8,122,424,61,158,24
54,1,10,155,415,81,144,19
55,1,8,98,237,52,99,9
56,1,10,214,469,143,171,19
57,1,9,132,291,80,113,13
58,1,7,67,197,36,62,9
59,1,8,181,442,83,172,17
60,1,4,32,68,16,28,3
61,1,8,115,301,62,125,15
62,1,8,97,283,41,89,14
63,1,8,97,290,47,126,13
64,1,7,64,217,32,79,6
65,1,9,136,414,77,170,20
66,1,9,152,371,77,137,19
67,1,8,112,293,57,118,10
68,1,9,154,390,76,152,19
69,1,7,74,241,31,97,12
70,1,12,192,422,107,147,19
71,1,10,176,443,65,179,17
72,1,10,245,527,150,203,24
73,1,8,151,386,67,107,15
74,1,7,112,297,38,146,14
75,1,8,153,348,78,132,18
76,1,8,138,298,66,99,12
77,1,10,191,522,102,206,24
78,1,10,160,420,76,169,19
79,1,10,128,381,61,117,14
80,1,8,167,408,89,137,19
81,1,8,120,363,58,148,14
82,1,8,118,281,77,101,14
83,1,7,66,208,34,73,9
84,1,6,57,202,17,76,9
85,1,10,208,543,102,204,26
86,1,8,195,419,102,154,20
87,1,10,164,414,65,140,21
88,1,9,139,441,59,159,14
89,1,6,83,232,44,75,3
90,1,7,75,229,42,77,8
91,1,8,86,232,41,92,10
92,1,11,224,651,105,235,23
93,1,11,250,537,144,207,22
94,1,8,96,313,44,136,11
95,1,10,159,462,72,169,20
96,1,7,89,230,50,91,10
97,1,8,125,294,62,116,15
98,1,11,166,411,79,166,17
99,1,8,121,347,57,136,17
100,1,7,67,235,33,68,11
101,1,10,184,466,83,189,22
102,1,8,129,330,53,122,16
103,1,9,140,392,67,143,12
104,1,10,146,401,81,157,13
105,1,9,170,537,63,216,24
106,1,11,150,361,92,125,20
107,1,10,255,631,136,254,33
108,1,8,111,366,48,136,13
109,1,8,103,348,43,140,16
110,1,6,77,236,36,95,9
111,1,11,237,549,123,189,21
112,1,9,149,409,75,147,18
113,1,8,131,328,53,143,14
114,1,8,171,407,81,165,21
115,1,9,158,508,49,173,19
116,1,4,24,53,11,20,2
117,1,8,124,319,50,134,17
118,1,12,218,433,96,143,22
119,1,10,168,485,60,172,20
120,1,8,123,374,62,140,15
121,1,8,123,368,29,136,12
122,1,9,216,533,99,196,25
123,1,10,148,411,76,144,21
124,1,7,83,273,41,88,9
125,1,5,60,176,27,45,1
126,1,8,94,280,45,93,8
127,1,9,153,402,73,150,21
128,1,9,150,406,82,156,20
129,1,10,120,416,51,160,21
130,1,10,260,587,152,211,30
131,1,10,174,420,79,160,21
132,1,11,201,425,111,157,18
133,1,10,171,507,73,207,25
134,1,10,143,400,80,152,15
135,1,7,93,261,43,103,10
136,1,9,181,543,70,198,24
137,1,7,89,243,31,109,7
138,1,10,174,401,75,180,16
139,1,7,63,180,29,56,8
140,1,9,150,360,75,144,17
141,1,10,207,575,101,201,25
142,1,10,170,381,95,127,19
143,1,7,94,303,39,115,12
144,1,9,141,441,72,154,20
145,1,10,178,361,114,132,17
146,1,6,66,185,15,67,3
147,1,12,254,595,133,244,26
148,1,9,114,306,55,102,14
149,1,8,150,436,68,165,18
150,1,8,104,303,45,112,15
151,1,8,82,245,32,97,7
152,1,6,95,172,33,84,9
153,1,9,175,489,66,173,21
154,1,12,176,423,99,164,20
155,1,10,167,437,88,149,18
156,1,8,115,333,48,125,18
157,1,9,183,448,92,155,18
158,1,9,159,352,92,132,19
159,1,10,186,462,102,175,19
160,1,8,112,272,36,112,15
161,1,10,162,417,73,151,20
162,1,12,217,534,117,197,21
163,1,8,106,232,59,75,9
164,1,8,115,245,60,100,8
165,1,9,163,371,76,131,18
166,1,10,220,537,95,231,24
167,1,8,104,331,40,125,13
168,1,9,185,448,82,177,10
169,1,6,79,150,45,60,5
170,1,8,113,335,44,120,17
171,1,8,99,322,47,106,5
172,1,8,82,255,46,83,6
173,1,8,91,256,39,102,11
174,1,8,124,349,58,125,19
175,1,8,143,330,66,115,17
176,1,10,149,381,68,139,15
177,1,8,97,326,45,107,14
178,1,8,134,268,47,104,13
179,1,8,118,275,70,93,15
180,1,10,140,437,61,155,21
181,1,10,194,442,128,165,22
182,1,8,114,293,43,107,16
183,1,8,181,393,83,169,18
184,1,8,108,387,38,158,14
185,1,8,146,466,67,155,21
186,1,8,126,335,65,113,16
187,1,5,36,111,13,53,2
188,1,9,136,411,59,185,16
189,1,6,52,126,27,38,4
190,1,10,141,319,67,129,16
191,1,8,93,244,48,101,12
192,1,11,206,489,85,195,20
193,1,8,157,399,82,147,18
194,1,10,202,521,99,190,19
195,1,5,50,123,20,44,6
196,1,8,116,382,50,128,21
197,1,10,139,521,61,206,22
198,1,10,181,421,97,155,21
199,1,11,282,738,119,234,28
200,1,8,153,361,66,145,19
201,1,9,147,395,77,145,21
202,1,8,150,376,55,173,19
203,1,10,149,497,57,206,22
204,1,10,149,368,65,134,14
205,1,10,233,560,113,224,22
206,1,10,152,363,80,135,17
207,1,8,113,280,50,115,12
208,1,6,75,150,37,69,7
209,1,6,52,164,22,54,6
210,1,9,169,377,89,139,18
211,1,6,44,190,28,67,9
212,1,7,83,269,27,96,13
213,1,8,82,315,24,108,15
214,1,8,126,305,65,105,13
215,1,10,252,553,136,205,23
216,1,8,141,400,63,142,17
217,1,10,179,523,89,188,22
218,1,8,114,339,42,122,19
